municipio,estado,area,populacao,dens_demografica,domicilios,renda_media,renda_nominal,pea_dia,populacao_trabalha,quantidade,dom_f_renda_a2mais_40mais,dom_f_renda_a2mais_34a40,dom_f_renda_a2mais_30a34,dom_f_renda_a2mais_28a30,dom_f_renda_a2mais,dom_f_renda_amais_21a28,dom_f_renda_amais_16a21,dom_f_renda_amais,dom_f_renda_b1_13a16,dom_f_renda_b1_11a13,dom_f_renda_b1_8a11,dom_f_renda_b1,dom_f_renda_b2_5a8,dom_f_renda_4a5,dom_f_renda_b2,dom_f_renda_c1_2a4,dom_f_renda_c1,dom_f_renda_c2_1a2,dom_f_renda_c2,dom_f_renda_d_1a1,dom_f_renda_d,dom_f_renda_e_ate1,dom_f_renda_e,renda_nominal_f_a2mais,renda_nominal_f_a,renda_nominal_f_b1,renda_nominal_f_b2,renda_nominal_f_c1,renda_nominal_f_c2,renda_nominal_f_d,renda_nominal_f_e,pop_f_etaria_ate4,pop_f_etaria_5a9,pop_f_etaria_ate9,pop_f_etaria_10a14,pop_f_etaria_15a19,pop_f_etaria_20a24,pop_f_etaria_25a29,pop_f_etaria_30a34,pop_f_etaria_25a34,pop_f_etaria_35a39,pop_f_etaria_40a44,pop_f_etaria_45a49,pop_f_etaria_35a49,pop_f_etaria_50a54,pop_f_etaria_55a59,pop_f_etaria_50a59,pop_f_etaria_60a64,pop_f_etaria_65a69,pop_f_etaria_70a74,pop_f_etaria_75a79,pop_f_etaria_80mais,pop_f_etaria_60mais,pop_homem,pop_mulher,instru_sem_inst_ou_fund_incompleto,instru_fund_completo_med_incompleto,instru_med_completo_sup_incompleto,instru_sup_completo,instru_n_determinado,domicilios_t_casa,domicilios_t_vila_condomnio,domicilios_t_apartamento,domicilios_t_outrotipo,domicilios_c_ocupa_proprio_aquis,domicilios_c_ocupa_proprio_quitado,domicilios_c_ocupa_proprio,domicilios_c_ocupa_alugado,domicilios_c_ocupa_ced_empregador,domicilios_c_ocupa_ced_outros,domicilios_c_ocupa_ced,domicilios_c_ocupa_outros,dom_n_moradores_1,dom_n_moradores_2,dom_n_moradores_3,dom_n_moradores_4,dom_n_moradores_5mais,f_pea_dia_20mais,f_pea_dia_15a20,f_pea_dia_9a15,f_pea_dia_5a10,f_pea_dia_3a5,f_pea_dia_2a3,f_pea_dia_1a2,f_pea_dia_ate1,f_pop_trabalha_20mais,f_pop_trabalha_15a20,f_pop_trabalha_10a15,f_pop_trabalha_5a10,f_pop_trabalha_3a5,f_pop_trabalha_2a3,f_pop_trabalha_1a2,f_pop_trabalha_ate1,pot_cons_a,pot_cons_b1,pot_cons_b2,pot_cons_c1,pot_cons_c2,pot_cons_de,domicliosportipo,pot_cons_a_brinq_jogos,pot_cons_b1_brinq_jogos,pot_cons_b2_brinq_jogos,pot_cons_c1_brinq_jogos,pot_cons_c2_brinq_jogos,pot_cons_de_brinq_jogos,pot_cons_a_cel_acess,pot_cons_b1_cel_acess,pot_cons_b2_cel_acess,pot_cons_c1_cel_acess,pot_cons_c2_cel_acess,pot_cons_de_cel_acess,pot_cons_a_outros_recrea_cultura,pot_cons_b1_outros_recrea_cultura,pot_cons_b2_outros_recrea_cultura,pot_cons_c1_outros_recrea_cultura,pot_cons_c2_outros_recrea_cultura,pot_cons_de_outros_recrea_cultura,pot_cons_a_period_livros_rev,pot_cons_b1_period_livros_rev,pot_cons_b2_period_livros_rev,pot_cons_c1_period_livros_rev,pot_cons_c2_period_livros_rev,pot_cons_de_period_livros_rev,pot_cons_a_rec_esport,pot_cons_b1_rec_esport,pot_cons_b2_rec_esport,pot_cons_c1_rec_esport,pot_cons_c2_rec_esport,pot_cons_de_rec_esport,pot_cons_a_recrea_cultura,pot_cons_b1_recrea_cultura,pot_cons_b2_recrea_cultura,pot_cons_c1_recrea_cultura,pot_cons_c2_recrea_cultura,pot_cons_de_recrea_cultura,pot_cons_a_eletrod_equip,pot_cons_b1_eletrod_equip,pot_cons_b2_eletrod_equip,pot_cons_c1_eletrod_equip,pot_cons_c2_eletrod_equip,pot_cons_de_eletrod_equip,pot_cons_a_instru_prod_upessoal,pot_cons_b1_instru_prod_upessoal,pot_cons_b2_instru_prod_upessoal,pot_cons_c1_instru_prod_upessoal,pot_cons_c2_instru_prod_upessoal,pot_cons_de_instru_prod_upessoal,pot_cons_a_perfume,pot_cons_b1_perfume,pot_cons_b2_perfume,pot_cons_c1_perfume,pot_cons_c2_perfume,pot_cons_de_perfume,pot_cons_a_prod_cabelo,pot_cons_b1_prod_cabelo,pot_cons_b2_prod_cabelo,pot_cons_c1_prod_cabelo,pot_cons_c2_prod_cabelo,pot_cons_de_prod_cabelo,pot_cons_a_sabonete,pot_cons_b1_sabonete,pot_cons_b2_sabonete,pot_cons_c1_sabonete,pot_cons_c2_sabonete,pot_cons_de_sabonete,pot_cons_a_hig_cuidado_pess,pot_cons_b1_hig_cuidado_pess,pot_cons_b2_hig_cuidado_pess,pot_cons_c1_hig_cuidado_pess,pot_cons_c2_hig_cuidado_pess,pot_cons_de_hig_cuidado_pess,codigo_loja
Santa Maria,RS,"114,72562","0,0","0,0","0,0","0,0","0,0","0,0","0,0","115,56","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",103
Campo Grande,MS,"114,76774","984,43446","4301,788780000001","441,28716000000003","10439,07668","3373414,59841","4637,56","4539,56","115,56","128,41570000000002","114,84345","120,09784","116,32863","136,00563","136,5209","125,3356","147,2965","125,90390000000001","138,6314","153,38936999999999","188,80466","153,38338","147,91247","186,73585","167,82138","167,82138","159,65565","159,65565","118,23685","118,23685","138,65063","138,65063","1112431,05912","725713,06684","824289,3127","424719,31875","177632,78084000002","86311,84638999999","4606,612360000001","18512,52142","126,85132","144,95666","157,24799000000002","147,01243","170,45565","177,14939","184,43891000000002","148,31318","218,19209","186,11937","164,33191","179,08651","300,4178","214,54844","230,74615","330,73459","219,80986000000001","143,65924","129,89415","121,86508","128,15619","285,14452","524,1615400000001","574,8329200000001","444,60652000000005","243,73999","337,97494","299,46603","116,88697","157,56","148,56","180,56","0,0","118,56","218,56","222,56","148,56","0,0","0,0","0,0","115,56","143,56","163,56","156,56","136,56","125,56","163,56","122,56","154,56","1002,56","546,56","738,56","2068,56","642,56","155,56","119,56","132,56","972,56","532,56","727,56","2061,56","639,56","1,327031490065E7","1,666560669741E7","8262022,234339999","2325159,8086400004","818443,4280500001","96586,02962","257,56","20220,397800000002","22894,74708","19330,380820000002","4813,5704000000005","687,04762","171,51281","49380,54246","149779,61784000002","67945,7487","10441,77592","3620,3924899999997","308,87539000000004","50788,06796","55722,62522999999","19387,90582","5287,32978","490,15408","214,37225999999998","19968,62947","15964,12133","9224,06258","812,2056400000001","312,39788","140,78878","39586,10505","83959,10777","38446,47634","4005,5675499999998","3123,90871","223,67528","179485,50274","327861,97925","153876,33427","24902,209280000003","7775,66077","600,98452","153297,7241","262946,49195","136471,10621","40374,78875","21781,61677","1928,97462","85275,68131","216736,82609","172634,60950999998","57240,85756","18549,04437","309,45466","42937,96755","90059,0037","84818,41055","35882,375329999995","9414,14709","1621,84071","13506,292889999999","65563,90244","36975,603899999995","11363,67126","3563,07868","813,3512700000001","5867,6048900000005","25022,9985","18686,691850000003","7529,26555","2329,44477","186,75925999999998","147243,86663","397039,05074","312771,63581","111672,48969999999","33512,0349","2587,7259",29
Maceió,AL,"114,68595","2217,9595600000002","16814,55775","968,74099","5632,91791","4713790,96979","9890,56","9547,56","115,56","120,27618","115,65492","115,47569","117,01907","124,74585","126,52388","154,13207","166,09595000000002","137,1038","137,25863","227,05393","272,29637","196,15774","205,64963","287,24737","298,38675","298,38675","246,97057","246,97057","130,47727","130,47727","244,44086000000001","244,44086000000001","30945,348610000005","1044820,20726","1657664,41265","1003356,2633000001","600625,44747","250107,19079","19686,02358","107387,99612","200,90968","190,00472","276,3544","228,93986","257,68899","331,71115","268,42641000000003","270,06509","423,9315","282,18783","291,64336000000003","246,68317","591,39436","247,42909","208,66756","341,53666","236,89009","226,44925999999998","241,99457999999998","179,62578000000002","141,60293000000001","568,3226500000001","1086,88286","1245,6367","1205,47343","400,39707000000004","549,53483","390,00877","130,78546","283,56","126,56","241,56","0,0","123,56","309,56","318,56","208,56","0,0","124,56","124,56","0,0","160,56","187,56","179,56","187,56","173,56","140,56","135,56","174,56","601,56","811,56","1180,56","5899,56","1748,56","131,56","135,56","170,56","498,56","732,56","1143,56","5840,56","1696,56","5538516,40003","2,423659092011E7","1,5214721972110001E7","1,0978723755590001E7","2394857,35897","819991,8949300001","422,56","5141,237910000001","26349,883130000002","31180,960060000005","7899,27498","2581,5544600000003","1833,65868","30840,707420000002","142144,43033","64815,00601","239280,671","48233,55717","15586,02715","101402,40484999999","65066,67132999999","11281,81858","26684,91617","2063,22123","2481,00851","4046,65091","11539,193169999999","4166,617200000001","2683,76612","504,9953","788,9859900000001","16612,01582","78684,76971","45245,60828","15289,668959999999","3989,90328","1459,05171","157584,77691","323326,70766","156231,77013","291380,05722","56914,99144","21690,49204","113877,07712999999","373025,02349","193199,1339","173266,85108","44520,43182","17052,33617","58350,5662","326698,56928","332335,92715","279579,5199","82242,83425","26917,84171","63174,480220000005","303262,88532","206981,33845","212251,83117","43314,17626","17668,232060000002","5794,37513","113542,50680999999","91000,43203","74815,2402","22188,890620000002","6578,300020000001","4665,61468","44409,155099999996","39686,50754","39452,98687","10793,97538","3859,92564","131641,35623","787569,4365100001","669660,5251600001","605755,8981300001","158196,19650999998","54680,619439999995",11
Rio Largo,AL,"114,68593","976,8941","6962,5155","434,57558","2072,21933","626596,0474800001","0,0","0,0","115,56","0,0","0,0","0,0","0,0","0,0","115,11779","115,56206","116,11985","114,67542","114,90644","118,64827","119,11012","123,04307","129,56415","138,04722","177,01211","177,01211","174,42404","174,42404","122,1747","122,1747","275,04753","275,04753","0,0","0,0","46703,26715","137148,18708","188022,01971","113169,35538","9251,47032","132874,54783","156,66803","165,05605","207,16408","183,58827","158,66917","196,38887","197,30994","163,48368","246,23362","152,96517","191,49286","161,08796","276,42598","168,97738","209,71345000000002","264,13083","152,38506","159,18634","144,70205","117,92037","130,25946","246,21327","555,22961","536,2244900000001","668,45","245,53772","266,36388999999997","138,5243","116,2582","430,56","115,56","0,0","0,0","115,56","324,56","325,56","210,56","0,0","124,56","124,56","0,0","136,56","174,56","187,56","201,56","192,56","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","186063,73032","246796,66701","826749,98647","3279576,74022","1459549,13201","462057,32219","431,56","1387,70541","804,3781799999999","1537,75225","8308,4229","2016,21819","1238,03759","4874,6062","845,68326","11085,98357","39721,64906","22479,79449","2833,9191100000003","945,13375","479,38022","1212,7752199999998","9715,71885","1260,9845","993,6148900000001","364,82845","188,87169","297,38814","779,6801","613,1318900000001","354,20222","628,4369900000002","519,079","1493,24093","4474,65819","1755,27693","833,9642200000001","7742,470790000001","2379,15235","15168,900099999999","62541,8891","27667,166","5795,49804","8757,87632","5424,264010000001","25084,21727","102418,02013","41017,43273","24763,708000000002","4712,50668","1062,28604","13461,53171","77838,84331","42131,68027","12210,778269999999","5034,57884","4234,562760000001","10285,25035","109240,55115","27757,50101","7441,380950000001","1256,7088999999999","1084,10147","1681,49329","16141,605529999999","7657,8730000000005","1832,34892","678,36318","645,1244200000001","1929,75827","11701,67669","5126,6665","2263,86769","11338,4776","6682,39469","27014,35362","214578,99668","82330,04078","23404,695830000004",92
Aracaju,SE,"115,7052","1495,4335099999998","1320,35279","638,1300799999999","34152,20202","1,782120554215E7","4664,56","4393,56","115,56","365,77112","121,39655","124,14263","127,78212","395,41242","205,10707000000002","134,47673","225,0238","154,16708","123,94124000000001","149,59616","198,58448","125,06116","120,6016","131,10276","124,69531","124,69531","120,21166","120,21166","115,01849","115,01849","130,00115","130,00115","1,4022358593070002E7","2613134,20135","1028221,43171","99996,2328","33790,26525","11176,612879999999","670,37123","12659,753869999999","176,57976","191,90053","253,92029","183,47048","188,5267","216,63073","201,90665","202,57152","289,91817000000003","215,6567","280,55514","223,52844","490,62029","261,2912","175,96569","322,69689","173,75259","205,66254","141,64246","128,07914","160,67322000000001","351,56996000000004","705,7760700000001","904,2174400000001","353,58176000000003","237,35891","541,88437","695,17167","125,67679","149,56","121,56","409,56","0,0","158,56","360,56","404,56","157,56","116,56","116,56","118,56","0,0","156,56","216,56","201,56","195,56","172,56","181,56","142,56","178,56","307,56","354,56","481,56","2609,56","1210,56","123,56","126,56","152,56","264,56","313,56","462,56","2572,56","1179,56","1,944741765924E8","1,234380442987E7","1737301,30432","711410,24359","127261,19873","58925,8024","451,56","304483,11675","15533,190929999999","2322,31345","955,15605","312,89784","164,52757","1007094,22744","103282,22721","19020,885870000002","8897,96384","1251,10468","141,13026","947562,37123","43734,56586","2873,64544","1579,52525","190,15129000000002","193,60069","257863,61195","23741,91028","1316,7391499999999","221,91111","139,93175","150,38281","738830,366","42153,537879999996","6279,59892","1793,43073","454,72241","216,20821999999998","3255375,45336","227987,19216","31354,94283","12989,74697","1890,5679699999998","407,60953","1781835,72035","196078,49792","23944,457930000004","12007,433009999999","3421,27363","2024,58601","2083862,06925","207924,78985","47769,91143","16151,71229","4223,84716","501,95639","1694499,71291","177781,15785","34689,878","17223,05495","3495,16922","598,59851","474798,53043","49965,88305","10127,794049999999","4699,119830000001","1159,46018","1078,83887","192656,2792","24514,819440000003","5272,2632300000005","2991,1061600000003","586,14278","268,85954","4445472,911789999","459842,97019","97516,16672","40721,31323","9120,93934","2104,5733",22
Osasco,SP,"115,84555","9420,058509999999","7353,08435","2333,47494","10017,62103","2,197416467953E7","18934,56","18697,56","117,56","176,15273000000002","119,55789","160,84029","126,18036000000001","239,05127","182,24562","187,46608","255,15169","279,99424","345,42231000000004","392,36466","788,66121","425,65216000000004","367,8891","678,98126","475,48946","475,48946","301,02513","301,02513","129,72452","129,72452","267,3104","267,3104","5978614,65719","3015536,98369","7973606,26081","3297571,24352","1213650,69289","357460,51582","18579,55499","119946,69063","903,74026","672,1477299999999","1461,32799","569,4093700000001","564,34263","669,45256","788,7788599999999","1210,373","1884,59186","1578,11841","1018,7637400000001","748,5904599999999","3116,35261","934,93281","442,59351000000004","1262,9663199999998","300,88473999999997","275,21002","214,61578","172,01571","189,04893","693,5351800000001","4650,582910000001","4884,0356","2650,79524","1015,5224700000001","2793,67925","3204,8046799999997","213,49687","142,56","115,56","574,56","0,0","140,56","407,56","433,56","266,56","121,56","125,56","132,56","0,0","163,56","252,56","275,56","231,56","143,56","360,56","319,56","742,56","2614,56","3013,56","3916,56","7716,56","1052,56","357,56","314,56","702,56","2533,56","2975,56","3869,56","7697,56","1048,56","9,110391089643E7","1,6176605811896002E8","4,848954033743E7","1,592497796407E7","3069812,97066","1395527,1015","603,56","239523,11267","190818,41206","105790,8957","20146,58475","2105,49617","255,4419","567398,7050900001","1090513,47512","195651,0587","206999,80626","35434,39765","2734,35372","293285,60706999997","814531,9924400001","96075,70715999999","34515,39172","8738,50815","1076,68662","110162,20783","138857,06936","33014,01048","7927,96575","4774,792870000001","395,41233","398670,17587","786838,82704","181789,28442","44157,08494","23948,08392","1614,35654","1608581,5685400001","3021101,53601","611862,71647","313288,59342","74543,03876","5618,01111","687306,6972200001","1689669,62748","844762,78575","355872,04579","87774,56274","48584,415629999996","870512,0683299999","2444793,81922","1071610,68698","461102,38638","83213,31981","42023,765719999996","641675,9000200001","2060506,55165","635359,3827800001","148872,68852999998","50748,822929999995","21652,40323","144807,39432999998","681201,58414","235174,97345","106130,4114","23203,009780000004","7824,56446","68240,9149","231853,86351999998","113640,84492999999","51497,470799999996","14372,11246","5437,53964","1724892,59758","5418012,13852","2055442,20815","767259,2771100001","171193,58497","76594,59305",78
Penápolis,SP,"114,78673","809,6247599999999","3180,22978","456,26289","4514,52101","1503593,9439","0,0","0,0","115,56","115,44411000000001","0,0","115,0095","0,0","115,89361","115,86458","117,02158","118,32616","115,58568","115,59143","141,36299","143,42009000000002","153,22351","171,30849","209,972","219,69805000000002","219,69805000000002","191,30631","191,30631","119,66978","119,66978","139,89688","139,89688","90695,21368","78311,8539","277236,99949","536079,0919300001","351025,18722","145789,53598","6377,122200000001","18880,859500000002","145,41182","139,0739","169,92572","141,11117000000002","159,66942","170,51516","168,2206","154,02709","207,68769","160,59468","153,30281","155,92285","240,70033999999998","179,20316","169,13908","233,78224","162,54829","149,95155","144,57847","138,98633","150,32837","288,15301","434,32656000000003","489,8582","402,37719","222,7451","301,02607","226,05756","115,65884","369,56","0,0","0,0","0,0","120,56","265,56","271,56","187,56","118,56","135,56","139,56","0,0","154,56","205,56","178,56","163,56","136,56","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3240248,3340700003","5532316,952649999","9027891,67058","4522933,13304","1304975,62539","198457,83322","369,56","2377,84316","7874,462670000001","14772,08402","8568,460449999999","1918,2989499999999","287,15421000000003","11518,572979999999","30923,21683","56051,29097999999","29452,630380000002","7537,10958","619,52704","12005,21097","19744,23874","22840,884570000002","10086,27908","2452,51678","1311,4496299999998","3067,82611","8817,61109","11531,12673","2232,97536","488,83198","592,84029","16335,77386","27969,83058","30433,056040000003","10632,628859999999","7355,151320000001","231,97599","44846,987069999996","94871,11992","135170,20233","60514,73412999999","19293,66861","2584,7071499999997","22982,81941","83803,17957000001","150427,96523","95629,42229","30868,07128","5336,188440000001","25892,204090000003","90382,16363","189830,56915999998","102141,04811","34221,89655","8317,26029","13087,874039999999","29948,048290000002","82082,09289","38096,75221","18519,77345","2152,2136","5915,2623","18896,8789","45100,53606","23880,03556","9803,7413","1449,59661","2716,4519299999997","9130,435019999999","19817,08535","12982,26458","5302,48332","836,8701799999999","47268,112349999996","148013,84584999998","336486,60346","176756,42046","67504,21461","12412,26068",98
Pindamonhangaba,SP,"116,8339","797,5230200000001","414,90918","406,46758","16158,808419999998","4683552,2945799995","1886,56","1768,56","115,56","121,72738","120,28589","116,54087","127,79799","142,67213","150,85751","157,95447000000001","194,25199","137,00794","146,13992000000002","189,26553","243,2934","138,41182","130,8084","154,66022","124,13414","124,13414","118,45884000000001","118,45884000000001","114,8281","114,8281","116,08877","116,08877","1288648,82593","1709264,6691","1406924,52927","238241,69009","32069,397390000002","7515,08346","443,14711","1246,87222","184,57152","157,90806","227,91958","150,28326","145,95264","144,74332","150,73815000000002","184,34985","220,52800000000002","209,90377","183,21441","175,74222","339,74039","151,83461","138,87885","176,15346","144,99817000000002","140,0694","121,21742","125,82779000000001","120,2496","194,12237","448,89276","463,19026","312,2201","197,75215","351,00473","275,96278","118,82327000000001","318,56","0,0","0,0","0,0","158,56","259,56","303,56","128,56","0,0","115,56","115,56","0,0","125,56","172,56","186,56","166,56","135,56","126,56","129,56","154,56","210,56","260,56","462,56","1083,56","260,56","116,56","116,56","126,56","173,56","252,56","450,56","1074,56","259,56","6,849337730575E7","2,467706785289E7","3794352,77403","411974,22124","66403,60422000001","11820,1634","318,56","47958,15495","34728,397699999994","6274,895710000001","884,3942299999999","206,19284","124,74597","241184,25391","137539,71756","23623,92223","2786,16124","491,63748","144,36158","251471,30581","87674,7451","9666,09058","1022,61076","233,33197","185,19671","62543,72046","38935,407479999994","4912,770370000001","307,46843","133,57362","142,78662","343015,17467","124365,83687","12856,96545","1072,3628","482,3937","121,48953","945714,36979","422785,86471","56876,40435","5614,7574700000005","1088,88961","260,34041","483527,2242","373416,18742","63289,01139","8812,3926","1676,88792","422,72428","545028,7741800001","402762,41713","79849,33003","9405,35824","1847,26764","598,65787","274357,74537","133189,87881999998","34564,27467","3573,31753","1049,57449","234,81598","122735,73991999999","83895,01007","19021,485520000002","2278,70622","606,78602","193,34971000000002","55116,01368","40330,790539999995","8395,23349","1286,32676","378,11486","157,1885","996894,59316","659834,41656","141486,64370999997","16200,02875","3538,06302","840,33206",66
Santos,SP,"114,58462","747,5014900000001","25821,55726","328,88544","6166,9356800000005","1297292,66025","3759,56","3627,56","115,56","118,62635","114,80185","114,84169","114,58646","119,17635","116,77415","117,92723000000001","120,14138","118,25854","127,2418","131,24091","147,62125","135,14927","141,60996","162,19923","164,6596","164,6596","143,59834","143,59834","118,32807","118,32807","155,08123","155,08123","280932,14577","117231,29828999999","370155,35138","268843,36828","168562,09302","55764,28201","4702,7264000000005","31903,31509","126,82508","138,62026","150,88533999999999","133,86901","133,9684","140,96048000000002","147,59496000000001","150,05589","183,09085","177,46678","153,81712","153,41426","255,57816000000003","203,76814000000002","150,17994","239,38808","141,40796","151,38705","158,34798","151,43885","167,33935","311,68118000000004","391,88401","470,17748","249,58299","180,56364000000002","304,15597","355,23839","116,20051000000001","115,56","0,0","317,56","0,0","116,56","221,56","223,56","194,56","120,56","123,56","129,56","0,0","208,56","176,56","147,56","130,56","119,56","134,56","131,56","160,56","377,56","610,56","1088,56","1762,56","295,56","130,56","127,56","150,56","357,56","586,56","1056,56","1733,56","286,56","3504872,99153","7933914,071589999","4092800,70633","2210600,00123","478160,72349","368169,03394","318,56","9324,5949","9467,61723","9034,03199","2895,14894","424,60981000000004","151,71906","21937,95233","53593,09936","16618,56075","28831,7184","5614,941670000001","805,5576599999999","11392,83533","40057,60664","8214,034290000001","4889,642570000001","1457,57315","368,33083","4348,08744","6919,176770000001","2891,3948100000002","1199,1168499999999","840,30115","188,6377","15446,97436","38699,39726","15448,575939999999","6227,97885","3826,17044","510,14683","61992,20437","148278,65725999998","51748,35778","43585,36561","11705,35622","1566,15209","26550,80672","82978,67141","71405,98151","49496,25471","13765,9102","12898,98517","33598,70807","120013,68516","90552,77997","64102,98194","13055,58482","11168,545979999999","24795,39226","101166,3427","53731,56297","20763,25689","7999,86725","5795,3886600000005","5680,88601","33518,42598","19954,52474","14830,321769999999","3710,13955","2148,15333","2735,37742","11480,19811","9696,59662","7246,877140000001","2334,8980699999997","1518,55087","66466,68376","265834,97195","173591,7843","106599,75774","26756,809690000002","20286,958840000003",69
São Bernardo do Campo,SP,"114,78117","890,5639100000001","3623,24901","298,07318","3043,80921","537670,40335","4170,56","4041,56","115,56","0,0","0,0","0,0","0,0","0,0","115,71802","114,88159","116,03961","115,92681","119,00279","117,47714","123,28674000000001","124,50326","130,3336","140,27686","152,63711","152,63711","149,97324","149,97324","121,54194","121,54194","181,67766999999998","181,67766999999998","0,0","34293,17041","103360,07389","143199,57207999998","128139,44112999999","67981,29266","8616,08674","52768,12643","164,93466","162,70278000000002","213,07744","161,19418000000002","157,48263","176,23174","183,14544999999998","173,22001","241,80545999999998","178,80076","179,38488","164,26796000000002","293,33361","197,84251","157,90722","241,18973","127,92593000000001","136,72185000000002","144,42426","132,31442","125,02267","208,16912000000002","478,08232","527,04159","501,91833","247,95923000000002","299,48819000000003","154,81606","144,62211","312,56","0,0","117,56","0,0","0,0","209,56","209,56","214,56","0,0","120,56","120,56","0,0","144,56","162,56","162,56","171,56","137,56","129,56","132,56","169,56","428,56","626,56","1046,56","2149,56","289,56","129,56","132,56","169,56","420,56","612,56","1007,56","2101,56","269,56","508627,29112999997","2094295,36268","2209449,8706300003","1680145,90733","583108,1492600001","615899,8088100001","315,56","1450,86323","2583,36361","4929,516170000001","2227,8861","492,67631","176,73014","3280,96164","14230,5873","9023,83628","21940,411200000002","6822,462920000001","1270,6556199999998","1750,94856","10657,80115","4486,860710000001","3743,75758","1752,41031","539,13937","728,81135","1910,68527","1613,56554","938,85383","999,62606","238,49806","2339,17207","10299,292459999999","8392,24895","4760,93094","4640,995430000001","776,40914","9092,51684","39223,489799999996","27987,787650000002","33153,59963999999","14249,931030000002","2543,19233","3950,25033","21987,11061","38599,46924","37646,04225","16762,846830000002","21503,94932","4972,84508","31762,756530000002","48935,39445","48747,56735","15896,580819999997","18608,78297","3695,55357","26787,8712","29058,371880000002","15808,15264","9730,960939999999","9619,05115","922,1898799999999","8931,739559999998","10824,673869999999","11298,95444","4499,49181","3516,92803","494,81988","3114,59814","5287,18529","5535,322410000001","2822,33795","2463,5516","9741,72841","70253,28542999999","93761,94549","81046,31684","32605,69153","33864,63374",106
São José do Rio Preto,SP,"115,1155","362,09691","560,17259","247,07306","13283,88561","1745222,1628599998","292,56","253,56","115,56","117,34996","115,52232000000001","115,77568000000001","116,79922","121,76718","133,33636","126,56865","145,34501","122,13738000000001","120,63205","144,6522","158,30163","128,21349","128,60862","142,26211","125,0768","125,0768","118,41685","118,41685","114,89697","114,89697","122,92651000000001","122,92651000000001","381955,08178","690165,86187","464575,63082","159837,5544","35215,62495","7435,379550000001","527,55603","6311,393470000001","135,23503","133,42148","154,09652","125,50411","129,81959","123,93445","134,56857","146,95121","166,95979","146,00428","139,64359000000002","130,12677","186,65465","140,38536","128,87621000000001","154,70157","115,94462","115,83645","118,55752","115,68765","0,0","122,34624","233,56646","243,09045","189,58044999999998","141,58604","185,41354","188,16142","115,59546","157,56","138,56","126,56","0,0","144,56","146,56","176,56","131,56","0,0","0,0","0,0","0,0","121,56","138,56","142,56","135,56","117,56","118,56","118,56","126,56","130,56","132,56","151,56","195,56","120,56","0,0","0,0","115,56","120,56","128,56","148,56","193,56","119,56","2,413842161302E7","8384964,654069999","2621256,9573500003","452525,33406","65689,66877","56812,97575","193,56","16975,53784","11875,81095","4370,25408","960,19101","205,20596","163,89779000000001","85072,02967999999","46809,51994","16355,339469999999","3049,2032799999997","487,57634","258,9099","88697,3792","29866,167400000002","6712,96536","1112,01614","232,05279000000002","456,70292","22115,76397","13305,28832","3429,26823","326,46191999999996","133,36884","251,28122","120959,15104","42333,237409999994","8917,29122","1166,66669","478,43212","148,12454","333361,62173","143731,78400999997","39326,87836","6156,299040000001","1078,39605","820,6763599999999","170478,22577","126956,72518","43756,84697","9668,76875","1660,06159","1607,21491","192152,52245","136928,12376","55197,07577","10320,11694","1828,6063199999999","2459,38422","96762,98862","45331,51147","23913,17322","3913,86185","1039,50435","697,0437400000001","43328,5576","28581,871440000003","13175,87595","2491,78496","601,48473","496,19362","19498,101160000002","13779,418069999998","5835,029600000001","1401,69723","375,27637000000004","321,03961000000004","351398,48984","224277,24474","97777,47454","17783,780980000003","3501,19176","3629,98119",54
