Material,UndDoItem,QtdePedida,QtdePedUnd,QtdeAtendida,QtdeAtendUnd,DtCriacao,DtEntrada,Custo,data_extracao,codigo_loja
3148308,"25,00","34,00","12,00","25,00","12,00",20220915,20220927,"27,79",20221009,20
3111551,"14,00","24,00","13,00","15,00","13,00",20220920,20220926,"139,09",20221009,10
3145006,"29,00","38,00","12,00","29,00","12,00",20220913,20220921,"33,0",20221009,42
1034044,"14,00","24,00","13,00","15,00","13,00",20220901,20220906,"31,52",20221009,98
3137157,"29,00","38,00","12,00","29,00","12,00",20220905,20220915,"22,95",20221009,6
3100157,"19,00","28,00","12,00","19,00","12,00",20220921,20220927,"45,71",20221004,3
3141405,"14,00","25,00","14,00","16,00","14,00",20220923,20220926,"104,11",20221004,72
2947674,"25,00","34,00","12,00","25,00","12,00",20220911,00000000,"23,84",20220920,81
3128875,"25,00","34,00","12,00","25,00","12,00",20220911,20111027,"26,42",20221004,60
3122490,"29,00","54,00","13,00","45,00","13,00",20220904,20220910,"24,63",20221001,47
3149964,"19,00","28,00","12,00","19,00","12,00",20220906,20220915,"52,46",20221001,52
1033147,"14,00","23,00","12,00","14,00","12,00",20220918,20220921,"29,740000000000002",20221001,47
3116789,"14,00","23,00","12,00","14,00","12,00",20220816,20220824,"73,56",20220914,15
3132878,"14,00","23,00","12,00","14,00","12,00",20220813,20220819,"362,57",20220914,80
3144570,"25,00","34,00","12,00","25,00","12,00",20220615,20220701,"25,25",20220719,81
3128676,"14,00","24,00","13,00","15,00","13,00",20220922,00000000,"34,46",20221001,94
3144660,"25,00","34,00","12,00","25,00","12,00",20220929,20221005,"25,72",20221009,11
3109948,"30,00","107,00","16,00","98,00","16,00",20220917,20220923,"25,34",20221009,83
3150050,"17,00","26,00","12,00","17,00","12,00",20220923,20220929,"64,18",20221009,3
3135582,"19,00","28,00","12,00","19,00","12,00",20220824,20220906,"33,53",20220914,110
3114914,"14,00","23,00","12,00","14,00","12,00",20220820,20220827,"78,15",20220914,105
3136911,"19,00","28,00","12,00","19,00","12,00",20220916,00000000,"35,14",20220925,98
3109862,"30,00","141,00","18,00","132,00","18,00",20220825,20220906,"25,39",20220918,29
3099188,"31,00","130,00","17,00","121,00","17,00",20220829,20220903,"23,11",20220918,8
3113198,"43,00","82,00","13,00","73,00","13,00",20220908,00000000,"28,4",20220914,90
3120308,"17,00","26,00","12,00","17,00","12,00",20220820,20220831,"54,39",20220914,68
3150726,"17,00","26,00","12,00","17,00","12,00",20220928,20221006,"125,78",20221009,116
3014387,"19,00","28,00","12,00","19,00","12,00",20220907,20220915,"35,08",20220920,116
3122460,"29,00","38,00","12,00","29,00","12,00",20220829,20220903,"24,64",20220920,70
3122490,"29,00","38,00","12,00","29,00","12,00",20220914,00000000,"24,63",20220920,70
3122460,"29,00","86,00","15,00","77,00","15,00",20220918,20220922,"24,62",20220925,106
2974533,"14,00","24,00","13,00","15,00","13,00",20220827,20220901,"115,06",20220925,18
3110814,"14,00","24,00","13,00","15,00","13,00",20220829,20220905,"38,510000000000005",20220914,72
3125210,"17,00","26,00","12,00","17,00","12,00",20220830,20220905,"39,71",20220914,1
3140917,"25,00","34,00","12,00","25,00","12,00",20220907,20220910,"33,08",20220914,14
3111869,"25,00","34,00","12,00","25,00","12,00",20220914,20220921,"23,88",20221009,46
3149447,"52,00","61,00","12,00","52,00","12,00",20220905,20220913,"26,35",20220918,64
3100157,"19,00","28,00","12,00","19,00","12,00",20220905,20220909,"44,57",20220918,2
3135314,"14,00","23,00","12,00","14,00","12,00",20220831,20220914,"145,93",20220918,102
3150079,"17,00","26,00","12,00","17,00","12,00",20220915,00000000,"115,39",20220918,67
3113746,"109,00","502,00","16,00","493,00","16,00",20220831,00000000,"22,96",20220914,110
3128599,"17,00","38,00","15,00","29,00","15,00",20220902,00000000,"40,019999999999996",20220914,50
2982022,"14,00","23,00","12,00","14,00","12,00",20220827,20220831,"82,64",20220914,43
3145200,"14,00","23,00","12,00","14,00","12,00",20220823,20220826,"26,14",20220914,95
2864449,"37,00","94,00","14,00","85,00","14,00",20220918,20220922,"27,73",20220925,3
3139148,"31,00","184,00","20,00","175,00","20,00",20220916,00000000,"23,34",20220918,82
3144903,"25,00","34,00","12,00","25,00","12,00",20220909,20220913,"24,56",20220918,28
1033119,"17,00","26,00","12,00","17,00","12,00",20220829,20220906,"29,4",20220918,41
3133157,"19,00","28,00","12,00","19,00","12,00",20220820,20220824,"31,66",20220918,9
3083495,"19,00","28,00","12,00","19,00","12,00",20220915,00000000,"54,379999999999995",20220918,32
3130111,"37,00","142,00","16,00","133,00","16,00",20220924,20220930,"32,129999999999995",20221009,54
3114006,"14,00","23,00","12,00","14,00","12,00",20221003,00000000,"44,54",20221009,41
2996454,"14,00","24,00","13,00","15,00","13,00",20221004,20221006,"306,5",20221009,72
3135379,"17,00","26,00","12,00","17,00","12,00",20220907,00000000,"91,25",20220920,97
3000096,"43,00","52,00","12,00","43,00","12,00",20220823,20220901,"22,26",20220920,4
3129467,"30,00","39,00","12,00","30,00","12,00",20220828,20220906,"25,79",20220920,20
3144862,"25,00","34,00","12,00","25,00","12,00",20220818,20220824,"25,46",20220920,76
3089077,"17,00","30,00","13,00","21,00","13,00",20220902,20220910,"127,76",20220920,22
2851568,"25,00","34,00","12,00","25,00","12,00",20220915,20220924,"32,21",20220925,20
2998525,"19,00","28,00","12,00","19,00","12,00",20220815,20220822,"37,31",20220914,105
3113732,"37,00","550,00","33,00","541,00","33,00",20220906,20220913,"23,42",20220914,11
3109948,"30,00","413,00","34,00","149,00","19,00",20220904,20220914,"25,46",20220920,27
3145736,"35,00","44,00","12,00","35,00","12,00",20220826,20220902,"26,2",20220914,15
3127531,"37,00","118,00","15,00","109,00","15,00",20220816,20220825,"27,78",20220914,69
3100447,"25,00","34,00","12,00","25,00","12,00",20220929,20221006,"23,84",20221009,3
3139200,"19,00","28,00","12,00","19,00","12,00",20220921,20220928,"36,58",20221009,61
3140897,"25,00","34,00","12,00","25,00","12,00",20220921,20221003,"36,1",20221009,94
3145806,"43,00","52,00","12,00","43,00","12,00",20220903,20220923,"27,509999999999998",20221009,48
3147525,"14,00","23,00","12,00","14,00","12,00",20220905,20220914,"91,86",20220918,21
3135916,"25,00","34,00","12,00","25,00","12,00",20220903,20220913,"25,55",20220918,61
1032063,"19,00","28,00","12,00","19,00","12,00",20220831,20220908,"26,1",20220914,33
3122536,"29,00","38,00","12,00","29,00","12,00",20220827,20220910,"23,84",20220914,108
3131679,"14,00","23,00","12,00","14,00","12,00",20220824,20220831,"58,599999999999994",20220914,94
3122536,"29,00","38,00","12,00","29,00","12,00",20220830,20220902,"24,6",20220914,16
2992851,"14,00","37,00","26,00","28,00","26,00",20220903,20220914,"77,9",20220920,41
2992851,"14,00","36,00","25,00","27,00","25,00",20220827,00000000,"97,73",20220910,91
3134935,"27,00","50,00","13,00","41,00","13,00",20220902,00000000,"23,94",20220910,75
3136305,"19,00","82,00","21,00","73,00","21,00",20220909,20220914,"52,06",20220925,36
3139912,"19,00","28,00","12,00","19,00","12,00",20220915,00000000,"37,66",20220925,68
3129884,"43,00","112,00","14,00","103,00","14,00",20220907,20220913,"30,369999999999997",20220918,83
3145806,"43,00","52,00","12,00","43,00","12,00",20220827,20220902,"27,42",20220918,83
2851566,"25,00","70,00","15,00","61,00","15,00",20220914,00000000,"27,4",20220918,48
3122536,"29,00","38,00","12,00","29,00","12,00",20220827,20220902,"24,62",20220914,81
3136597,"14,00","24,00","13,00","15,00","13,00",20220913,20220917,"41,34",20221009,44
3137157,"29,00","38,00","12,00","29,00","12,00",20220914,20220919,"22,71",20220920,32
3141337,"37,00","70,00","13,00","61,00","13,00",20220916,00000000,"22,1",20220920,37
3144570,"25,00","34,00","12,00","25,00","12,00",20220902,20220916,"25,39",20220925,34
2978244,"14,00","24,00","13,00","14,00","12,00",20220829,20220908,"98,06",20220914,68
3097193,"25,00","34,00","12,00","25,00","12,00",20220812,20220817,"31,47",20220914,47
3122490,"29,00","54,00","13,00","45,00","13,00",20220827,20220903,"23,83",20220914,67
3097193,"25,00","34,00","12,00","25,00","12,00",20220812,20220818,"31,47",20220914,75
3107553,"19,00","28,00","12,00","19,00","12,00",20220824,20220905,"30,47",20220914,12
3114175,"14,00","23,00","12,00","14,00","12,00",20220813,20220822,"182,64000000000001",20220914,33
3113746,"109,00","1654,00","28,00","109,00","12,00",20220822,20220826,"23,36",20220920,21
3116807,"14,00","27,00","16,00","18,00","16,00",20220910,20111101,"78,46",20220920,50
3130733,"19,00","28,00","12,00","19,00","12,00",20220904,00000000,"31,91",20220914,93
3122460,"29,00","54,00","13,00","45,00","13,00",20220912,20220917,"23,85",20221009,55
3128676,"14,00","25,00","14,00","16,00","14,00",20220915,20220928,"35,47",20221009,59
3145241,"25,00","34,00","12,00","25,00","12,00",20220824,20220917,"23,43",20220918,65
3137359,"16,00","25,00","12,00","16,00","12,00",20220821,20220901,"242,6",20220914,14
3100082,"17,00","26,00","12,00","17,00","12,00",20220814,20220818,"75,76",20220914,94
3120308,"17,00","30,00","13,00","21,00","13,00",20220907,00000000,"54,010000000000005",20220914,31
3138795,"28,00","52,00","13,00","43,00","13,00",20220827,20220905,"24,28",20220914,13
3141337,"37,00","598,00","35,00","589,00","35,00",20220820,20220823,"22,2",20220914,16
2851568,"25,00","46,00","13,00","37,00","13,00",20220827,20220908,"32,47",20220925,33
3150875,"29,00","374,00","33,00","365,00","33,00",20220918,20220924,"23,87",20220925,33
3116633,"19,00","28,00","12,00","19,00","12,00",20220914,00000000,"36,76",20220918,58
1034231,"19,00","28,00","12,00","19,00","12,00",20220908,20220915,"27,86",20220918,57
3109862,"30,00","56,00","13,00","47,00","13,00",20220815,20220901,"25,45",20220918,78
3128875,"25,00","46,00","13,00","25,00","12,00",20220906,20220914,"28,42",20220918,42
3135879,"31,00","40,00","12,00","31,00","12,00",20220829,20220905,"22,82",20220914,53
3125288,"37,00","46,00","12,00","37,00","12,00",20220819,20220823,"23,45",20220914,9
2864449,"37,00","70,00","13,00","61,00","13,00",20220825,20220905,"27,09",20220914,46
1033147,"14,00","24,00","13,00","15,00","13,00",20220821,20220824,"29,740000000000002",20220914,18
2989314,"21,00","30,00","12,00","21,00","12,00",20220826,20220906,"27,75",20220914,96
3109862,"30,00","209,00","22,00","200,00","22,00",20220926,20221003,"25,42",20221009,31
3122536,"29,00","38,00","12,00","29,00","12,00",20220820,20220830,"23,85",20220920,79
3116807,"14,00","34,00","23,00","25,00","23,00",20220820,20220827,"96,93",20220920,17
3146312,"35,00","66,00","13,00","57,00","13,00",20220920,00000000,"26,39",20220925,48
3137157,"29,00","38,00","12,00","29,00","12,00",20220914,00000000,"22,89",20220925,35
3150991,"19,00","28,00","12,00","19,00","12,00",20220915,00000000,"53,59",20220925,68
3031000,"14,00","25,00","14,00","16,00","14,00",20220816,20220819,"122,13000000000001",20220914,12
3109948,"30,00","175,00","20,00","166,00","20,00",20220820,20220831,"25,23",20220914,37
3103277,"19,00","28,00","12,00","19,00","12,00",20220822,20220825,"72,71",20220920,39
1034184,"14,00","23,00","12,00","14,00","12,00",20220922,20221001,"29,86",20221009,101
3139839,"14,00","28,00","17,00","19,00","17,00",20220820,20220827,"94,63000000000001",20220918,60
3122537,"29,00","38,00","12,00","29,00","12,00",20220827,20220901,"24,58",20220918,106
3149439,"16,00","25,00","12,00","16,00","12,00",20220912,20220916,"52,519999999999996",20220918,63
1033218,"19,00","28,00","12,00","19,00","12,00",20220823,20220901,"39,72",20220918,95
3129787,"14,00","23,00","12,00","14,00","12,00",20220908,20220913,"199,49",20221009,26
3128885,"25,00","94,00","17,00","85,00","17,00",20220918,20220922,"28,54",20221009,9
3129894,"43,00","352,00","22,00","343,00","22,00",20220902,20220908,"29,35",20220914,15
3146312,"35,00","44,00","12,00","35,00","12,00",20220901,20220910,"26,62",20220914,92
2991472,"43,00","52,00","12,00","43,00","12,00",20220824,20220831,"25,78",20220914,31
3074297,"19,00","28,00","12,00","19,00","12,00",20220907,20220913,"24,45",20221004,2
3136647,"14,00","25,00","14,00","16,00","14,00",20220929,20221003,"38,53",20221004,27
3139148,"31,00","40,00","12,00","31,00","12,00",20220904,20220912,"27,04",20221004,101
3135290,"15,00","26,00","13,00","17,00","13,00",20220827,20220923,"75,3",20221004,54
3134935,"27,00","106,00","17,00","97,00","17,00",20220824,20110924,"23,45",20220914,22
3136675,"29,00","38,00","12,00","29,00","12,00",20220830,20220909,"24,6",20220914,85
3093180,"21,00","62,00","16,00","29,00","13,00",20220908,00000000,"44,69",20220914,32
3145760,"25,00","34,00","12,00","25,00","12,00",20220820,20220830,"25,41",20220914,37
3109862,"30,00","158,00","19,00","149,00","19,00",20220926,00000000,"24,99",20221004,53
3135879,"31,00","40,00","12,00","31,00","12,00",20220918,20220924,"22,7",20221005,105
3151841,"29,00","294,00","28,00","285,00","28,00",20220926,20221001,"24,08",20221005,23
3106866,"14,00","23,00","12,00","14,00","12,00",20220818,20220826,"90,28",20220910,75
3122490,"29,00","102,00","16,00","93,00","16,00",20220819,20220827,"24,72",20220918,9
2875102,"19,00","28,00","12,00","19,00","12,00",20220831,20220906,"49,54",20220918,94
3137301,"25,00","34,00","12,00","25,00","12,00",20220914,00000000,"22,3",20220918,116
3150180,"17,00","26,00","12,00","17,00","12,00",20220914,20220921,"63,43000000000001",20221009,41
3126127,"25,00","34,00","12,00","25,00","12,00",20220927,00000000,"29,38",20221009,57
3144862,"25,00","34,00","12,00","25,00","12,00",20220827,20220831,"25,47",20220918,48
3129440,"30,00","73,00","14,00","64,00","14,00",20220628,20220707,"26,66",20220719,47
3093792,"37,00","46,00","12,00","37,00","12,00",20220628,20220706,"23,509999999999998",20220719,64
1033397,"14,00","23,00","12,00","14,00","12,00",20220620,20220706,"31,67",20220719,38
3109948,"30,00","90,00","15,00","81,00","15,00",20220912,20220916,"25,55",20220918,70
3001753,"14,00","26,00","15,00","16,00","14,00",20220907,20220916,"134,37",20220918,11
3116807,"14,00","24,00","13,00","15,00","13,00",20220825,20220906,"69,53",20220918,61
2864449,"37,00","94,00","14,00","85,00","14,00",20220909,20220915,"27,72",20221009,58
2989715,"14,00","25,00","14,00","16,00","14,00",20220927,00000000,"53,489999999999995",20221009,21
3146935,"19,00","28,00","12,00","19,00","12,00",20220926,20221005,"45,65",20221009,15
3150991,"19,00","28,00","12,00","19,00","12,00",20220915,20220923,"53,59",20221009,36
3125914,"28,00","52,00","13,00","43,00","13,00",20220818,20220825,"25,12",20220914,9
3091893,"14,00","24,00","13,00","15,00","13,00",20220913,20220928,"136,84",20221004,100
2996454,"14,00","23,00","12,00","14,00","12,00",20220813,20220824,"304,90999999999997",20220914,107
1032697,"14,00","23,00","12,00","14,00","12,00",20220901,20220908,"39,14",20220914,31
3126844,"37,00","46,00","12,00","37,00","12,00",20220823,00000000,"27,09",20220920,113
3129884,"43,00","1252,00","52,00","1243,00","52,00",20220812,20220819,"28,81",20220920,39
2987764,"19,00","100,00","24,00","91,00","24,00",20220906,20220909,"25,36",20220914,48
2947674,"25,00","58,00","14,00","49,00","14,00",20220926,00000000,"23,24",20221005,33
3137301,"25,00","70,00","15,00","61,00","15,00",20220923,20221003,"22,37",20221005,104
2886374,"37,00","46,00","12,00","37,00","12,00",20220914,00000000,"24,8",20221005,50
3144660,"25,00","46,00","13,00","37,00","13,00",20220902,20220908,"25,15",20221005,73
3124362,"30,00","73,00","14,00","64,00","14,00",20220902,20220916,"24,47",20221005,84
3147709,"19,00","28,00","12,00","19,00","12,00",20220927,20220930,"36,59",20221005,58
3128145,"19,00","28,00","12,00","19,00","12,00",20220904,20220909,"44,82",20220910,3
2946991,"25,00","34,00","12,00","25,00","12,00",20220822,20220825,"23,36",20220918,39
3136113,"19,00","28,00","12,00","19,00","12,00",20220812,20220822,"36,019999999999996",20220918,72
1034553,"19,00","28,00","12,00","19,00","12,00",20221003,00000000,"25,93",20221009,63
3141346,"14,00","23,00","12,00","14,00","12,00",20220907,20220913,"111,33",20221009,2
2982022,"14,00","23,00","12,00","14,00","12,00",20220824,20220831,"67,1",20220918,61
3125856,"16,00","28,00","13,00","19,00","13,00",20220918,20220929,"72,36",20221009,14
3125210,"17,00","26,00","12,00","17,00","12,00",20220830,20220905,"39,71",20220918,1
3122460,"29,00","134,00","18,00","125,00","18,00",20221004,00000000,"23,86",20221009,21
3146786,"19,00","28,00","12,00","19,00","12,00",20221001,00000000,"24,97",20221004,103
2851569,"25,00","46,00","13,00","37,00","13,00",20220910,20220916,"27,4",20221004,40
3121712,"14,00","24,00","13,00","15,00","13,00",20220830,20220910,"82,11",20220920,14
3116717,"19,00","28,00","12,00","19,00","12,00",20220829,20220901,"33,93",20220914,111
3134935,"27,00","204,00","24,00","195,00","24,00",20220820,20220825,"23,45",20220914,17
3122536,"29,00","38,00","12,00","29,00","12,00",20220923,20220929,"24,63",20221004,54
3127531,"37,00","94,00","14,00","85,00","14,00",20220927,20220930,"27,78",20221004,52
3145035,"30,00","56,00","13,00","47,00","13,00",20220827,20220903,"25,62",20221004,7
3145285,"14,00","24,00","13,00","15,00","13,00",20220914,20220919,"33,68",20221005,11
3111378,"37,00","46,00","12,00","37,00","12,00",20220920,20220923,"24,59",20221005,14
2989092,"23,00","32,00","12,00","23,00","12,00",20220812,20220820,"30,47",20220910,61
3133492,"29,00","54,00","13,00","45,00","13,00",20220811,20220818,"23,8",20220910,13
3141865,"25,00","34,00","12,00","25,00","12,00",20220902,20220906,"29,65",20220914,26
3145577,"277,00","286,00","12,00","277,00","12,00",20220906,00000000,"22,96",20220914,101
3144695,"25,00","34,00","12,00","25,00","12,00",20220828,20220901,"25,2",20220918,62
3098147,"14,00","27,00","16,00","18,00","16,00",20220923,20221005,"74,4",20221009,61
3150107,"25,00","34,00","12,00","25,00","12,00",20220914,20220926,"45,17",20221009,112
3139181,"14,00","31,00","20,00","19,00","17,00",20220920,20220924,"160,69",20221009,9
3115358,"15,00","24,00","12,00","15,00","12,00",20220915,20220919,"230,01",20221009,16
2987764,"19,00","40,00","14,00","31,00","14,00",20220828,20220913,"25,33",20220918,81
3137301,"25,00","106,00","18,00","97,00","18,00",20220822,20220824,"22,52",20220918,19
3129894,"43,00","202,00","17,00","193,00","17,00",20220712,00000000,"28,04",20220719,61
3124362,"30,00","192,00","21,00","183,00","21,00",20220630,00000000,"25,11",20220719,42
3142323,"19,00","28,00","12,00","19,00","12,00",20220616,20220701,"38,06",20220719,64
3138925,"27,00","36,00","12,00","27,00","12,00",20220916,20220922,"24,19",20221009,99
3141021,"14,00","32,00","21,00","23,00","21,00",20220910,20220920,"79,88",20221009,110
3103331,"19,00","28,00","12,00","19,00","12,00",20220821,20220829,"31,07",20220918,96
1033571,"14,00","26,00","15,00","17,00","15,00",20220907,20220916,"29,1",20220918,1
3100447,"25,00","34,00","12,00","25,00","12,00",20220918,20220924,"23,92",20221009,8
3133258,"25,00","34,00","12,00","25,00","12,00",20220825,20220908,"25,66",20220914,38
3145035,"30,00","56,00","13,00","47,00","13,00",20220831,20220909,"25,34",20220914,38
3147514,"18,00","27,00","12,00","18,00","12,00",20220829,20220903,"39,379999999999995",20220914,22
3118491,"14,00","27,00","16,00","18,00","16,00",20220905,20220913,"66,5",20220914,67
3137984,"14,00","26,00","15,00","17,00","15,00",20220929,00000000,"110,85000000000001",20221004,67
3145035,"30,00","39,00","12,00","30,00","12,00",20220917,20220927,"25,47",20221004,98
3141346,"14,00","23,00","12,00","14,00","12,00",20220913,20220916,"107,14",20220920,28
3128957,"14,00","30,00","19,00","21,00","19,00",20220913,20220922,"148,21",20221004,21
3142338,"25,00","34,00","12,00","25,00","12,00",20220922,20220926,"26,259999999999998",20221004,74
3133085,"37,00","46,00","12,00","37,00","12,00",20220921,00000000,"29,43",20221004,115
3136675,"29,00","198,00","22,00","189,00","22,00",20220914,20220921,"25,18",20221005,9
2966373,"37,00","70,00","13,00","37,00","12,00",20220907,20220909,"28,73",20220910,16
3122490,"29,00","54,00","13,00","45,00","13,00",20220819,20220822,"24,63",20220910,106
3109862,"30,00","56,00","13,00","47,00","13,00",20220820,20220829,"25,41",20220914,77
3150762,"19,00","28,00","12,00","19,00","12,00",20221004,20221007,"32,99",20221009,85
3102367,"31,00","40,00","12,00","31,00","12,00",20220914,20220920,"23,009999999999998",20221009,3
3114860,"19,00","28,00","12,00","19,00","12,00",20220829,20220919,"46,6",20221009,17
3124509,"43,00","52,00","12,00","43,00","12,00",20220919,20220922,"22,27",20221009,111
3109862,"30,00","107,00","16,00","98,00","16,00",20220827,20220903,"25,37",20220918,82
3113198,"43,00","52,00","12,00","43,00","12,00",20220827,20220908,"31,310000000000002",20220918,87
3137879,"19,00","28,00","12,00","19,00","12,00",20220623,20220630,"27,4",20220719,106
3128875,"25,00","34,00","12,00","25,00","12,00",20220701,20220708,"26,259999999999998",20220719,85
3143794,"17,00","26,00","12,00","17,00","12,00",20220618,20220709,"29,53",20220719,59
3139148,"31,00","76,00","14,00","67,00","14,00",20220919,20220928,"23,12",20221009,104
3129894,"43,00","112,00","14,00","103,00","14,00",20220928,00000000,"28,63",20221005,65
3113198,"43,00","322,00","21,00","313,00","21,00",20220930,00000000,"30,8",20221005,11
3135086,"25,00","34,00","12,00","25,00","12,00",20220903,20220917,"24,6",20221005,91
3150801,"29,00","230,00","24,00","221,00","24,00",20220924,20220930,"24,91",20221005,52
1034231,"19,00","28,00","12,00","19,00","12,00",20220914,20220919,"25,990000000000002",20221005,33
3092407,"16,00","25,00","12,00","16,00","12,00",20220918,20220922,"112,8",20221005,11
3109870,"19,00","28,00","12,00","19,00","12,00",20220915,20220927,"36,09",20221005,81
3133258,"25,00","34,00","12,00","25,00","12,00",20220920,20220924,"25,82",20221009,8
2992102,"25,00","34,00","12,00","25,00","12,00",20220921,20220926,"30,78",20221009,44
3145760,"25,00","34,00","12,00","25,00","12,00",20220926,20221001,"24,57",20221009,39
2851569,"25,00","34,00","12,00","25,00","12,00",20220913,20220921,"27,4",20221004,93
2989314,"21,00","30,00","12,00","21,00","12,00",20220823,20220909,"30,759999999999998",20220910,38
2978244,"14,00","24,00","13,00","15,00","13,00",20220815,20220819,"97,95",20220910,39
3125449,"19,00","52,00","16,00","43,00","16,00",20220812,20220820,"52,129999999999995",20220910,61
3139247,"19,00","28,00","12,00","19,00","12,00",20220828,20220831,"32,81",20220910,11
2947674,"25,00","34,00","12,00","25,00","12,00",20220809,20220818,"23,23",20220910,116
3127893,"14,00","26,00","15,00","17,00","15,00",20220904,00000000,"117,47",20220910,92
3141346,"14,00","23,00","12,00","14,00","12,00",20220904,20220907,"108,89",20220914,18
3118963,"14,00","23,00","12,00","14,00","12,00",20220915,20220923,"113,09",20221009,53
3137301,"25,00","34,00","12,00","25,00","12,00",20220915,00000000,"22,31",20220918,99
3107083,"17,00","42,00","16,00","17,00","12,00",20220905,20220915,"42,519999999999996",20221005,6
3113732,"37,00","214,00","19,00","205,00","19,00",20220920,20220924,"23,43",20221005,89
3141337,"37,00","70,00","13,00","61,00","13,00",20220916,20220919,"22,12",20221005,58
3130998,"14,00","23,00","12,00","14,00","12,00",20220904,20220908,"147,34",20220920,25
3137155,"16,00","28,00","13,00","19,00","13,00",20220820,20220829,"56,06999999999999",20220920,3
3121319,"19,00","34,00","13,00","25,00","13,00",20220829,20220901,"42,56",20220918,23
3118667,"25,00","34,00","12,00","25,00","12,00",20220829,20220905,"33,54",20220914,4
3137905,"19,00","28,00","12,00","19,00","12,00",20220701,20220705,"34,41",20220719,25
3109861,"30,00","192,00","21,00","47,00","13,00",20220917,20220928,"25,36",20221009,42
873949,"25,00","34,00","12,00","25,00","12,00",20220914,20220919,"23,99",20221005,107
3146206,"25,00","34,00","12,00","25,00","12,00",20220927,20220930,"25,63",20221009,27
3109948,"30,00","73,00","14,00","64,00","14,00",20220922,20220928,"24,4",20221009,43
1031001,"18,00","27,00","12,00","18,00","12,00",20220905,20220913,"27,0",20221004,11
3113198,"43,00","52,00","12,00","43,00","12,00",20220821,20220829,"30,55",20220910,31
2991471,"43,00","52,00","12,00","43,00","12,00",20220824,20220905,"25,05",20220910,114
3129894,"43,00","112,00","14,00","103,00","14,00",20220901,00000000,"28,06",20220910,108
3109948,"30,00","90,00","15,00","81,00","15,00",20220821,20220827,"24,39",20220914,63
3129440,"30,00","39,00","12,00","30,00","12,00",20220926,20221008,"27,28",20221009,56
3121712,"14,00","23,00","12,00","14,00","12,00",20220910,20220927,"82,34",20221009,93
3151382,"17,00","26,00","12,00","17,00","12,00",20221003,20221007,"97,67",20221009,48
3099188,"31,00","40,00","12,00","31,00","12,00",20220912,00000000,"23,12",20220918,98
3128145,"19,00","28,00","12,00","19,00","12,00",20220914,20220920,"44,92",20221005,70
3147405,"25,00","70,00","15,00","61,00","15,00",20220903,20220912,"25,68",20221005,42
3111581,"14,00","23,00","12,00","14,00","12,00",20220917,20220930,"125,45",20221005,108
3143940,"14,00","23,00","12,00","14,00","12,00",20220826,20220915,"181,79",20221005,46
3136689,"25,00","34,00","12,00","25,00","12,00",20220914,20220919,"32,2",20221005,19
3145241,"25,00","46,00","13,00","37,00","13,00",20220911,20220914,"23,68",20220920,7
3129054,"25,00","34,00","12,00","25,00","12,00",20220901,20220913,"28,42",20220920,75
3139912,"19,00","28,00","12,00","19,00","12,00",20220826,20220831,"37,84",20220918,36
3145241,"25,00","58,00","14,00","49,00","14,00",20220827,20220901,"24,05",20220910,18
3129440,"30,00","39,00","12,00","30,00","12,00",20220905,20220910,"27,31",20221004,18
1033984,"19,00","28,00","12,00","19,00","12,00",20220816,20220819,"36,980000000000004",20220910,25
3113746,"109,00","3574,00","48,00","3565,00","48,00",20220901,20220908,"23,41",20220910,31
3122460,"29,00","54,00","13,00","45,00","13,00",20220810,20220816,"24,63",20220910,49
3146786,"19,00","28,00","12,00","19,00","12,00",20220925,20220927,"25,36",20221005,25
3135314,"14,00","24,00","13,00","15,00","13,00",20220913,20220917,"188,59",20221005,85
3115601,"19,00","28,00","12,00","19,00","12,00",20220921,00000000,"32,17",20221005,97
3116126,"19,00","28,00","12,00","19,00","12,00",20220913,20220919,"38,17",20221005,47
3128885,"25,00","34,00","12,00","25,00","12,00",20220915,20220924,"26,509999999999998",20221004,22
3127531,"37,00","70,00","13,00","61,00","13,00",20220926,00000000,"26,12",20221004,116
3147525,"14,00","24,00","13,00","14,00","12,00",20220904,00000000,"119,0",20220910,89
3150125,"19,00","28,00","12,00","19,00","12,00",20220830,20220902,"36,95",20220910,2
3137301,"25,00","46,00","13,00","37,00","13,00",20220829,20220903,"22,52",20220914,42
3122490,"29,00","70,00","14,00","61,00","14,00",20220907,00000000,"23,85",20220914,108
3147292,"14,00","23,00","12,00","14,00","12,00",20220910,20220916,"93,16",20221009,31
3109861,"30,00","260,00","25,00","251,00","25,00",20220902,20220908,"25,58",20220918,73
2851566,"25,00","34,00","12,00","25,00","12,00",20220911,00000000,"27,509999999999998",20220918,67
3150991,"19,00","28,00","12,00","19,00","12,00",20220913,00000000,"56,900000000000006",20220918,3
3116715,"19,00","28,00","12,00","19,00","12,00",20220919,20220922,"35,2",20221005,62
3145035,"30,00","73,00","14,00","64,00","14,00",20220917,20220921,"25,48",20221005,18
3122536,"29,00","38,00","12,00","29,00","12,00",20220907,20220915,"24,71",20221005,44
3109948,"30,00","73,00","14,00","64,00","14,00",20220907,20220925,"24,41",20221005,65
3146062,"43,00","52,00","12,00","43,00","12,00",20220830,20220905,"24,35",20220914,40
3145035,"30,00","328,00","29,00","115,00","17,00",20220823,20220826,"24,4",20220914,95
2979416,"28,00","37,00","12,00","28,00","12,00",20220903,20220909,"23,65",20220918,26
3128875,"25,00","34,00","12,00","25,00","12,00",20220828,20220831,"26,56",20220918,43
