Material,UndDoItem,QtdePedida,QtdePedUnd,QtdeAtendida,QtdeAtendUnd,DtCriacao,DtEntrada,Custo,data_extracao,codigo_loja
2946205,"14,00","23,00","12,00","14,00","12,00",20220829,20220906,"68,64",20220918,39
3137129,"14,00","23,00","12,00","14,00","12,00",20220904,20220913,"144,19",20220918,59
3147567,"19,00","34,00","13,00","25,00","13,00",20220629,20220707,"31,2",20220719,33
3131253,"37,00","46,00","12,00","37,00","12,00",20220902,00000000,"26,189999999999998",20220910,93
3126808,"14,00","24,00","13,00","15,00","13,00",20220920,20220924,"188,25",20221009,1
1033211,"19,00","28,00","12,00","19,00","12,00",20220911,20220915,"39,31",20221004,101
3139148,"31,00","130,00","17,00","121,00","17,00",20220913,20220917,"23,41",20221004,85
3136689,"25,00","34,00","12,00","25,00","12,00",20220914,20220919,"32,2",20221004,19
3141405,"14,00","24,00","13,00","15,00","13,00",20220910,20220914,"99,34",20221004,47
3100157,"19,00","34,00","13,00","25,00","13,00",20220923,20220930,"43,39",20221004,45
3121730,"14,00","23,00","12,00","14,00","12,00",20220818,20220822,"127,3",20220910,19
3122537,"29,00","70,00","14,00","61,00","14,00",20220912,20220921,"24,63",20221005,75
3106866,"14,00","25,00","14,00","16,00","14,00",20220911,20220921,"99,17",20221005,101
3147425,"14,00","23,00","12,00","14,00","12,00",20220927,20221008,"91,10000000000001",20221009,84
3150801,"29,00","150,00","19,00","141,00","19,00",20220919,00000000,"24,59",20221004,56
3145241,"25,00","34,00","12,00","25,00","12,00",20220823,20220826,"24,06",20220910,28
3134935,"27,00","36,00","12,00","27,00","12,00",20220820,20220830,"23,35",20220910,79
2851568,"25,00","94,00","17,00","85,00","17,00",20220812,20220813,"32,08",20220914,59
3113732,"37,00","1102,00","56,00","1093,00","56,00",20221004,00000000,"23,5",20221009,58
3124362,"30,00","39,00","12,00","30,00","12,00",20220910,20220917,"25,4",20220918,41
2851568,"25,00","58,00","14,00","49,00","14,00",20220910,00000000,"32,25",20220918,35
2990472,"14,00","23,00","12,00","14,00","12,00",20220820,20220825,"128,35",20220920,22
3106866,"14,00","24,00","13,00","14,00","12,00",20220907,20220917,"70,64",20220918,94
3132878,"14,00","25,00","14,00","16,00","14,00",20220907,20220915,"342,86999999999995",20220918,101
3140897,"25,00","34,00","12,00","25,00","12,00",20220907,20220912,"36,09",20220918,94
2989716,"14,00","23,00","12,00","14,00","12,00",20220903,20220907,"64,53",20220914,70
2989544,"25,00","34,00","12,00","25,00","12,00",20220908,00000000,"43,1",20220914,89
3133875,"23,00","32,00","12,00","23,00","12,00",20220819,20220823,"48,18",20220918,25
3134137,"45,00","54,00","12,00","45,00","12,00",20220709,20220718,"27,16",20220719,29
3145930,"25,00","34,00","12,00","25,00","12,00",20220821,20220829,"24,58",20220910,85
3128875,"25,00","34,00","12,00","25,00","12,00",20221005,00000000,"26,46",20221009,60
3132611,"14,00","23,00","12,00","14,00","12,00",20220925,20221003,"134,74",20221004,89
3125797,"16,00","28,00","13,00","19,00","13,00",20220907,20220916,"84,64",20221004,1
3122460,"29,00","102,00","16,00","93,00","16,00",20220909,00000000,"24,66",20220918,53
3111642,"14,00","25,00","14,00","16,00","14,00",20220827,20220912,"107,79",20220918,100
3102538,"15,00","24,00","12,00","15,00","12,00",20220914,20220920,"54,769999999999996",20221005,24
3150865,"29,00","118,00","17,00","109,00","17,00",20220930,20221005,"25,19",20221009,9
3144660,"25,00","46,00","13,00","37,00","13,00",20221004,00000000,"24,16",20221009,84
3094865,"19,00","46,00","15,00","31,00","14,00",20220927,20221004,"43,4",20221009,53
3146889,"14,00","23,00","12,00","14,00","12,00",20220913,20220919,"147,46",20221009,74
3122537,"29,00","70,00","14,00","61,00","14,00",20220912,20220921,"24,62",20221009,34
3122537,"29,00","70,00","14,00","61,00","14,00",20220912,20220915,"24,48",20221009,16
3099188,"31,00","94,00","15,00","85,00","15,00",20220825,20220829,"22,71",20220920,111
3134935,"27,00","50,00","13,00","41,00","13,00",20220913,20220916,"23,94",20220920,47
3106866,"14,00","27,00","16,00","18,00","16,00",20220902,20220913,"70,71",20220920,60
3093180,"21,00","30,00","12,00","21,00","12,00",20220908,20220916,"44,519999999999996",20221009,15
3142232,"14,00","24,00","13,00","15,00","13,00",20220923,20220929,"124,89",20221009,3
2947674,"25,00","46,00","13,00","37,00","13,00",20220915,20220919,"23,34",20221009,17
3131285,"14,00","23,00","12,00","14,00","12,00",20220918,20220923,"211,8",20221009,83
3144709,"25,00","34,00","12,00","25,00","12,00",20220819,20220827,"36,59",20220908,39
3141021,"14,00","57,00","46,00","36,00","34,00",20220816,20220822,"80,21",20220908,93
3109861,"30,00","124,00","17,00","47,00","13,00",20220814,20220818,"24,32",20220908,59
3128957,"14,00","26,00","15,00","17,00","15,00",20220910,20220913,"180,89000000000001",20220918,6
3108781,"31,00","40,00","12,00","31,00","12,00",20220714,00000000,"22,58",20220719,3
3122460,"29,00","198,00","22,00","189,00","22,00",20220622,20220624,"24,53",20220719,16
3135879,"31,00","166,00","19,00","157,00","19,00",20220712,00000000,"22,98",20220719,40
3125797,"16,00","25,00","12,00","16,00","12,00",20220905,20220912,"87,15",20220918,5
3134967,"14,00","23,00","12,00","14,00","12,00",20220912,20220915,"82,71",20220918,74
3145241,"25,00","418,00","44,00","409,00","44,00",20220824,20220827,"24,06",20220914,17
1033219,"19,00","28,00","12,00","19,00","12,00",20220901,00000000,"28,92",20220914,27
3140600,"37,00","46,00","12,00","37,00","12,00",20220906,20220909,"22,21",20220914,49
2864449,"37,00","94,00","14,00","85,00","14,00",20220909,20221006,"27,52",20221009,7
3136656,"14,00","23,00","12,00","14,00","12,00",20220908,20220915,"41,95",20221005,31
3122536,"29,00","54,00","13,00","45,00","13,00",20220809,20220818,"23,81",20220910,116
3141405,"14,00","25,00","14,00","16,00","14,00",20220831,20220906,"99,11",20220910,26
1032450,"14,00","23,00","12,00","14,00","12,00",20220708,20220714,"66,52",20220719,24
3122460,"29,00","38,00","12,00","29,00","12,00",20220912,20220920,"23,83",20221009,110
3127869,"14,00","23,00","12,00","14,00","12,00",20220913,20220926,"102,51",20221009,104
2855533,"14,00","23,00","12,00","14,00","12,00",20220820,20220825,"60,41",20220910,14
1034542,"19,00","28,00","12,00","19,00","12,00",20220930,20221004,"24,61",20221009,10
3139912,"19,00","28,00","12,00","19,00","12,00",20220915,20220919,"37,81",20221009,32
3140600,"37,00","46,00","12,00","37,00","12,00",20220914,00000000,"22,05",20220920,79
2948861,"14,00","25,00","14,00","16,00","14,00",20220910,20220920,"63,81",20221009,20
3129489,"30,00","56,00","13,00","47,00","13,00",20220920,20220923,"25,939999999999998",20221009,36
3130111,"37,00","142,00","16,00","133,00","16,00",20220920,20221005,"29,259999999999998",20221009,46
3150454,"19,00","28,00","12,00","19,00","12,00",20220912,20220916,"63,739999999999995",20220918,63
2855533,"14,00","24,00","13,00","15,00","13,00",20220820,20220826,"60,629999999999995",20220918,21
3133157,"19,00","34,00","13,00","25,00","13,00",20220622,20220629,"31,7",20220719,42
3145736,"35,00","44,00","12,00","35,00","12,00",20220910,20220915,"26,3",20220918,74
3129894,"43,00","142,00","15,00","133,00","15,00",20220820,20220827,"30,060000000000002",20220918,83
3125856,"16,00","28,00","13,00","19,00","13,00",20220914,20220917,"96,56",20221005,18
3145577,"277,00","286,00","12,00","277,00","12,00",20220622,20220705,"22,57",20220719,110
3133993,"17,00","26,00","12,00","17,00","12,00",20221007,20221011,"47,769999999999996",20221015,107
3137984,"14,00","26,00","15,00","17,00","15,00",20220927,20221003,"143,32999999999998",20221015,30
3087865,"19,00","52,00","16,00","43,00","16,00",20220927,00000000,"43,510000000000005",20221009,51
3138987,"14,00","23,00","12,00","14,00","12,00",20220910,20220917,"150,16",20221009,4
3133258,"25,00","34,00","12,00","25,00","12,00",20220830,20220903,"24,6",20220910,17
3145781,"43,00","52,00","12,00","43,00","12,00",20220820,20220831,"28,34",20220910,37
3088611,"17,00","50,00","18,00","41,00","18,00",20220920,20220924,"43,3",20221009,1
3113198,"43,00","82,00","13,00","73,00","13,00",20220819,20220901,"28,68",20220920,14
3121661,"14,00","24,00","13,00","15,00","13,00",20220920,20220929,"99,49000000000001",20221009,68
1033571,"14,00","26,00","15,00","17,00","15,00",20220901,20220912,"28,93",20221009,28
3104408,"16,00","25,00","12,00","16,00","12,00",20220921,20220928,"113,7",20221009,41
3140115,"17,00","26,00","12,00","17,00","12,00",20220828,20220905,"75,53",20220918,1
3145035,"30,00","124,00","17,00","115,00","17,00",20220901,20220909,"25,34",20220918,24
3141405,"14,00","24,00","13,00","15,00","13,00",20220908,20220915,"98,84",20220918,98
3141435,"37,00","70,00","13,00","61,00","13,00",20220928,20221008,"22,19",20221015,77
3150802,"14,00","24,00","13,00","15,00","13,00",20220923,20221001,"51,22",20221015,41
3145561,"35,00","44,00","12,00","35,00","12,00",20220926,20220928,"26,47",20221015,89
3141346,"14,00","23,00","12,00","14,00","12,00",20220924,20220930,"113,88000000000001",20221009,73
3135916,"25,00","46,00","13,00","37,00","13,00",20220921,20220928,"26,91",20221009,48
3145561,"35,00","44,00","12,00","35,00","12,00",20220928,20221007,"26,47",20221009,69
3126419,"14,00","24,00","13,00","15,00","13,00",20220913,00000000,"97,31",20220918,55
3124362,"30,00","39,00","12,00","30,00","12,00",20220820,20220827,"24,39",20220910,94
3120308,"17,00","26,00","12,00","17,00","12,00",20220819,20220825,"46,06",20220910,14
3129894,"43,00","202,00","17,00","193,00","17,00",20220812,20220816,"30,4",20220910,11
3148499,"28,00","37,00","12,00","28,00","12,00",20220902,00000000,"28,08",20220910,65
3145561,"35,00","44,00","12,00","35,00","12,00",20220706,20220714,"26,8",20220719,98
3130411,"19,00","28,00","12,00","19,00","12,00",20220710,20220713,"31,32",20220719,73
3128676,"14,00","25,00","14,00","16,00","14,00",20220920,20220926,"35,379999999999995",20221009,31
2966373,"37,00","46,00","12,00","37,00","12,00",20220928,00000000,"26,509999999999998",20221009,20
3126028,"25,00","34,00","12,00","25,00","12,00",20220825,20220830,"24,79",20220910,92
3122460,"29,00","70,00","14,00","61,00","14,00",20220904,20220906,"23,8",20220910,94
3136647,"14,00","28,00","17,00","15,00","13,00",20220924,20220928,"37,129999999999995",20221009,103
3129440,"30,00","39,00","12,00","30,00","12,00",20220905,20220910,"27,14",20220920,18
3131285,"14,00","23,00","12,00","14,00","12,00",20220826,20220831,"232,24",20220920,107
2987764,"19,00","46,00","15,00","37,00","15,00",20220903,20220916,"24,66",20221009,102
3146062,"43,00","82,00","13,00","73,00","13,00",20220915,20220929,"25,36",20221009,21
3125797,"16,00","25,00","12,00","16,00","12,00",20220906,20220920,"83,81",20221009,25
3150991,"19,00","28,00","12,00","19,00","12,00",20220913,20220921,"53,5",20221009,81
3128885,"25,00","34,00","12,00","25,00","12,00",20220819,20220826,"26,47",20220908,21
3135916,"25,00","34,00","12,00","25,00","12,00",20220821,20220826,"26,83",20220918,53
3150200,"15,00","24,00","12,00","15,00","12,00",20220913,00000000,"67,83",20220918,21
3107083,"17,00","30,00","13,00","21,00","13,00",20220820,20220829,"42,81",20220918,58
3143835,"17,00","26,00","12,00","17,00","12,00",20220912,20220915,"29,240000000000002",20220918,111
3100157,"19,00","52,00","16,00","19,00","12,00",20220629,20220701,"42,620000000000005",20220719,5
3145736,"35,00","44,00","12,00","35,00","12,00",20221008,20221014,"26,79",20221015,16
3133492,"29,00","54,00","13,00","45,00","13,00",20220913,20220919,"24,4",20221009,32
3107553,"19,00","28,00","12,00","19,00","12,00",20220921,00000000,"30,5",20221009,96
3121730,"14,00","23,00","12,00","14,00","12,00",20220902,00000000,"107,97",20220910,56
3107553,"19,00","28,00","12,00","19,00","12,00",20220812,20220816,"30,48",20220910,71
3138925,"27,00","36,00","12,00","27,00","12,00",20220922,20220929,"24,7",20221004,8
3134935,"27,00","92,00","16,00","83,00","16,00",20220906,20220920,"23,94",20221004,35
3122460,"29,00","86,00","15,00","77,00","15,00",20220909,20220914,"23,85",20221009,63
3145035,"30,00","56,00","13,00","47,00","13,00",20220912,20220915,"25,46",20220920,62
3138006,"25,00","34,00","12,00","25,00","12,00",20220827,20220902,"39,97",20220920,14
3133157,"19,00","28,00","12,00","19,00","12,00",20220811,20220813,"31,68",20220910,43
3122460,"29,00","86,00","15,00","77,00","15,00",20220827,20220902,"24,63",20220910,58
3150780,"29,00","86,00","15,00","77,00","15,00",20221005,00000000,"25,7",20221009,101
3141652,"14,00","24,00","13,00","15,00","13,00",20220926,20220930,"70,08",20221009,85
3147405,"25,00","154,00","22,00","145,00","22,00",20220912,20220922,"25,689999999999998",20221009,9
1032156,"14,00","23,00","12,00","14,00","12,00",20220626,20220630,"34,84",20220719,3
3146933,"19,00","28,00","12,00","19,00","12,00",20220829,00000000,"31,53",20220909,29
3129489,"30,00","39,00","12,00","30,00","12,00",20220920,20111112,"25,97",20221015,39
3150860,"19,00","28,00","12,00","19,00","12,00",20221003,20221010,"27,5",20221015,111
3115625,"19,00","28,00","12,00","19,00","12,00",20220829,20220905,"44,6",20220908,1
3135916,"25,00","46,00","13,00","37,00","13,00",20220926,20220930,"26,91",20221009,54
3148499,"28,00","37,00","12,00","28,00","12,00",20220818,20220822,"30,65",20220910,10
3122537,"29,00","102,00","16,00","93,00","16,00",20220809,20220818,"24,63",20220910,58
1033571,"14,00","26,00","15,00","17,00","15,00",20220901,20220907,"28,93",20220910,18
3134935,"27,00","64,00","14,00","55,00","14,00",20220926,20221001,"23,94",20221004,28
3138925,"27,00","36,00","12,00","27,00","12,00",20220926,20220929,"24,44",20221004,106
3138925,"27,00","36,00","12,00","27,00","12,00",20220921,20220930,"24,19",20221004,90
3143937,"14,00","24,00","13,00","15,00","13,00",20220918,20220923,"157,09",20221004,59
3100447,"25,00","58,00","14,00","49,00","14,00",20220923,20220927,"24,27",20221004,80
3145479,"15,00","24,00","12,00","15,00","12,00",20221003,00000000,"112,78",20221009,29
3124528,"14,00","23,00","12,00","14,00","12,00",20220827,20220901,"103,04",20220910,88
3144695,"25,00","46,00","13,00","37,00","13,00",20220827,20220831,"25,45",20220910,70
2987764,"19,00","88,00","22,00","79,00","22,00",20220829,20220905,"25,33",20220910,42
3000096,"43,00","52,00","12,00","43,00","12,00",20220922,20221004,"22,27",20221005,46
3145806,"43,00","52,00","12,00","43,00","12,00",20220903,20220914,"27,509999999999998",20221005,35
1034229,"37,00","46,00","12,00","37,00","12,00",20220927,20220930,"30,3",20221005,16
3001752,"14,00","26,00","15,00","14,00","12,00",20220924,00000000,"101,77000000000001",20221009,46
3102367,"31,00","58,00","13,00","49,00","13,00",20220926,20220929,"22,98",20221009,49
3122537,"29,00","38,00","12,00","29,00","12,00",20220820,20220831,"23,82",20220910,61
3137033,"29,00","38,00","12,00","29,00","12,00",20220914,20220918,"23,03",20221015,39
3145035,"30,00","56,00","13,00","47,00","13,00",20220929,20221010,"25,06",20221015,114
3151576,"17,00","26,00","12,00","17,00","12,00",20220922,20220929,"46,56",20221015,31
2987764,"19,00","34,00","13,00","25,00","13,00",20220809,20220816,"24,67",20220908,36
3131848,"25,00","34,00","12,00","25,00","12,00",20220806,20220820,"29,45",20220908,91
2851568,"25,00","34,00","12,00","25,00","12,00",20220809,20220816,"32,28",20220908,11
3128885,"25,00","34,00","12,00","25,00","12,00",20220901,00000000,"27,939999999999998",20220908,104
3149410,"14,00","24,00","13,00","15,00","13,00",20220810,20220818,"264,49",20220908,82
3149743,"25,00","34,00","12,00","25,00","12,00",20220815,20220817,"36,66",20220908,14
3150765,"25,00","34,00","12,00","25,00","12,00",20220821,20220902,"39,629999999999995",20220914,13
3144903,"25,00","70,00","15,00","61,00","15,00",20220909,20220913,"24,56",20221004,26
1033147,"14,00","23,00","12,00","14,00","12,00",20220922,20220926,"29,740000000000002",20221004,48
3145736,"35,00","44,00","12,00","35,00","12,00",20220914,20220917,"26,47",20221004,44
3102562,"19,00","34,00","13,00","25,00","13,00",20220907,20220918,"62,459999999999994",20221004,86
1032128,"19,00","28,00","12,00","19,00","12,00",20220911,20220921,"28,41",20221009,113
1034904,"19,00","58,00","17,00","49,00","17,00",20220929,20221006,"27,55",20221009,31
3146780,"30,00","39,00","12,00","30,00","12,00",20220916,00000000,"25,67",20220920,108
3138006,"25,00","34,00","12,00","25,00","12,00",20220820,20220826,"50,370000000000005",20220920,32
3146889,"14,00","26,00","15,00","17,00","15,00",20220822,20220826,"150,26",20220910,89
3133492,"29,00","38,00","12,00","29,00","12,00",20220830,20220909,"23,74",20220910,99
2987764,"19,00","46,00","15,00","37,00","15,00",20221001,00000000,"25,2",20221009,103
3118963,"14,00","24,00","13,00","15,00","13,00",20220912,20220919,"117,52000000000001",20221005,107
3150801,"29,00","54,00","13,00","45,00","13,00",20220913,20220923,"24,17",20221009,68
2855533,"14,00","23,00","12,00","14,00","12,00",20220928,20221005,"61,269999999999996",20221009,34
1033956,"17,00","26,00","12,00","17,00","12,00",20220922,20221004,"40,519999999999996",20221009,113
3127531,"37,00","118,00","15,00","109,00","15,00",20220621,20220704,"27,72",20220719,71
2987764,"19,00","34,00","13,00","25,00","13,00",20220824,20220827,"24,67",20220909,63
3147753,"14,00","23,00","12,00","14,00","12,00",20220812,20220823,"42,25",20220909,66
3127531,"37,00","70,00","13,00","61,00","13,00",20221007,00000000,"27,78",20221015,87
3147425,"14,00","24,00","13,00","14,00","12,00",20220924,20221005,"91,16",20221015,15
3132860,"14,00","26,00","15,00","17,00","15,00",20220927,20221008,"106,82000000000001",20221015,13
3128885,"25,00","34,00","12,00","25,00","12,00",20220918,20220927,"26,57",20221015,60
3142323,"19,00","28,00","12,00","19,00","12,00",20221005,00000000,"37,22",20221015,96
3150050,"17,00","26,00","12,00","17,00","12,00",20220929,20221004,"68,27",20221009,95
3135582,"19,00","28,00","12,00","19,00","12,00",20220910,20220916,"33,67",20221009,28
3147369,"37,00","46,00","12,00","37,00","12,00",20220912,20220930,"24,93",20221009,87
3137984,"14,00","25,00","14,00","16,00","14,00",20220910,20220929,"112,03",20221009,84
2851568,"25,00","166,00","23,00","109,00","19,00",20221005,20221007,"32,26",20221009,1
3142049,"17,00","26,00","12,00","17,00","12,00",20220901,20220905,"33,89",20220910,10
3135582,"19,00","28,00","12,00","19,00","12,00",20220907,00000000,"33,67",20220914,38
3127531,"37,00","118,00","15,00","109,00","15,00",20220907,20220914,"27,77",20221004,47
3135888,"25,00","34,00","12,00","25,00","12,00",20220927,20221003,"33,78",20221004,31
3111642,"14,00","26,00","15,00","17,00","15,00",20220921,00000000,"107,0",20221004,46
3127531,"37,00","46,00","12,00","37,00","12,00",20220915,20220930,"26,39",20221009,65
2997660,"14,00","23,00","12,00","14,00","12,00",20220907,20220914,"63,33",20220920,82
2855533,"14,00","23,00","12,00","14,00","12,00",20220831,20220908,"59,44",20220920,38
2886287,"28,00","37,00","12,00","28,00","12,00",20220904,00000000,"22,77",20220910,50
3146889,"14,00","31,00","20,00","22,00","20,00",20220813,20220824,"114,41",20220910,20
3146015,"16,00","25,00","12,00","16,00","12,00",20220820,20220901,"38,89",20220910,46
3139737,"61,00","70,00","12,00","61,00","12,00",20220828,20220903,"28,009999999999998",20220910,24
3099188,"31,00","58,00","13,00","49,00","13,00",20220926,20220929,"23,05",20221009,62
3137984,"14,00","27,00","16,00","18,00","16,00",20220907,20220912,"143,53",20221009,23
3150801,"29,00","326,00","30,00","317,00","30,00",20220924,20220929,"24,91",20221005,8
3137301,"25,00","70,00","15,00","61,00","15,00",20220919,20220926,"22,33",20221005,41
3144862,"25,00","34,00","12,00","25,00","12,00",20220927,20221007,"24,77",20221009,12
3152081,"14,00","23,00","12,00","14,00","12,00",20220923,20220927,"178,41",20221009,25
3122536,"29,00","38,00","12,00","29,00","12,00",20220922,20221005,"24,49",20221009,15
3116717,"19,00","46,00","15,00","37,00","15,00",20220916,20220923,"35,86",20221009,41
3109862,"30,00","243,00","24,00","234,00","24,00",20220825,20220830,"24,4",20220910,23
3137164,"16,00","25,00","12,00","16,00","12,00",20220624,20220628,"54,31999999999999",20220719,80
2849648,"19,00","28,00","12,00","0,00","0,00",20220703,00000000,"26,240000000000002",20220719,3
2992102,"25,00","34,00","12,00","25,00","12,00",20220706,20220711,"30,04",20220719,7
3125856,"16,00","28,00","13,00","19,00","13,00",20220827,20220903,"94,61",20220909,48
3122537,"29,00","54,00","13,00","45,00","13,00",20221008,20221014,"24,62",20221015,28
3109948,"30,00","124,00","17,00","115,00","17,00",20220907,20220913,"24,4",20221015,39
3150802,"14,00","24,00","13,00","15,00","13,00",20220923,20221005,"51,230000000000004",20221015,61
3133157,"19,00","28,00","12,00","19,00","12,00",20221007,00000000,"31,71",20221015,13
3124984,"19,00","28,00","12,00","19,00","12,00",20221001,20221011,"32,55",20221015,35
3133258,"25,00","34,00","12,00","25,00","12,00",20220820,20220824,"25,81",20220908,7
3134914,"14,00","24,00","13,00","15,00","13,00",20220914,20220924,"109,58",20221009,105
3142338,"25,00","34,00","12,00","25,00","12,00",20220922,20220929,"26,259999999999998",20221009,57
3124362,"30,00","107,00","16,00","98,00","16,00",20220902,20220910,"25,61",20221009,9
3128728,"14,00","23,00","12,00","14,00","12,00",20220919,20220922,"185,14000000000001",20221009,92
3114308,"28,00","37,00","12,00","28,00","12,00",20220914,20220923,"26,0",20221019,35
2954859,"25,00","34,00","12,00","25,00","12,00",20220918,20220924,"24,63",20221019,23
1033558,"15,00","24,00","12,00","15,00","12,00",20220720,20220726,"44,6",20220805,42
3113198,"43,00","322,00","21,00","313,00","21,00",20220719,20220726,"30,83",20220805,11
2849581,"14,00","23,00","12,00","14,00","12,00",20220728,20220804,"98,59",20220805,91
2986161,"25,00","34,00","12,00","25,00","12,00",20220706,20220713,"35,68",20220805,3
3146780,"30,00","39,00","12,00","30,00","12,00",20220926,20221007,"27,17",20221019,29
3127498,"19,00","28,00","12,00","19,00","12,00",20221017,00000000,"47,29",20221019,100
996581,"14,00","28,00","17,00","19,00","17,00",20221012,00000000,"35,11",20221019,31
3136911,"19,00","28,00","12,00","19,00","12,00",20220825,20220903,"34,730000000000004",20220906,108
3118693,"14,00","23,00","12,00","14,00","12,00",20220813,20220820,"104,42",20220906,60
3128145,"19,00","28,00","12,00","19,00","12,00",20220821,20220827,"45,370000000000005",20220906,60
2987764,"19,00","34,00","13,00","25,00","13,00",20220809,20220816,"24,67",20220906,36
3111590,"15,00","24,00","12,00","15,00","12,00",20220919,20220930,"159,17000000000002",20221019,98
2853142,"23,00","32,00","12,00","23,00","12,00",20220922,20220928,"25,04",20221019,61
3150792,"14,00","24,00","13,00","14,00","12,00",20221005,20221007,"62,69",20221019,16
3109861,"30,00","73,00","14,00","64,00","14,00",20220713,20220723,"24,07",20220805,64
3109861,"30,00","226,00","23,00","81,00","15,00",20220802,00000000,"24,28",20220805,59
1033190,"17,00","26,00","12,00","17,00","12,00",20220731,00000000,"40,03",20220805,60
3128894,"14,00","23,00","12,00","14,00","12,00",20221006,00000000,"93,58",20221019,21
3149578,"25,00","34,00","12,00","25,00","12,00",20220926,20221009,"25,77",20221019,13
1032174,"14,00","23,00","12,00","14,00","12,00",20220707,20220713,"44,980000000000004",20220805,18
3150865,"29,00","358,00","32,00","349,00","32,00",20221013,00000000,"24,18",20221019,13
3001753,"14,00","23,00","12,00","14,00","12,00",20220929,20221007,"102,08",20221019,41
3107553,"19,00","28,00","12,00","19,00","12,00",20220918,20220922,"29,990000000000002",20221019,11
3129884,"43,00","232,00","18,00","223,00","18,00",20220803,20220810,"31,04",20220904,27
2987764,"19,00","34,00","13,00","25,00","13,00",20220718,20220721,"25,5",20220805,58
2988827,"25,00","34,00","12,00","25,00","12,00",20220704,20220726,"25,990000000000002",20220805,23
1032167,"14,00","24,00","13,00","15,00","13,00",20220719,20220725,"29,53",20220805,82
3134935,"27,00","50,00","13,00","41,00","13,00",20221013,00000000,"24,03",20221019,42
3109861,"30,00","73,00","14,00","64,00","14,00",20220918,20220928,"24,36",20221019,61
3109862,"30,00","124,00","17,00","115,00","17,00",20220926,20221004,"25,34",20221019,38
2947674,"25,00","46,00","13,00","37,00","13,00",20220806,20220813,"23,24",20220906,33
3127531,"37,00","46,00","12,00","37,00","12,00",20220820,20220824,"27,759999999999998",20220906,66
3109717,"19,00","28,00","12,00","19,00","12,00",20220810,20220819,"42,35",20220906,21
3133776,"14,00","24,00","13,00","15,00","13,00",20220728,00000000,"57,09",20220805,4
3122536,"29,00","38,00","12,00","29,00","12,00",20220726,20220804,"24,29",20220805,114
3136061,"23,00","32,00","12,00","23,00","12,00",20220715,20220721,"25,740000000000002",20220805,14
3100062,"25,00","46,00","13,00","37,00","13,00",20220715,20220720,"29,11",20220805,27
3142293,"19,00","34,00","13,00","25,00","13,00",20220719,20220723,"36,44",20220805,35
3130411,"19,00","28,00","12,00","19,00","12,00",20220704,20220715,"31,29",20220805,103
3137270,"25,00","46,00","13,00","37,00","13,00",20220713,20220727,"43,61",20220805,95
3108445,"21,00","38,00","13,00","29,00","13,00",20220704,20220708,"43,84",20220805,27
3135879,"31,00","40,00","12,00","31,00","12,00",20220924,20220930,"23,06",20221019,54
3145561,"35,00","44,00","12,00","35,00","12,00",20220929,20221003,"26,47",20221019,49
3111866,"17,00","26,00","12,00","17,00","12,00",20221016,00000000,"47,370000000000005",20221019,57
2944672,"19,00","28,00","12,00","19,00","12,00",20220819,20220831,"25,009999999999998",20220906,68
2851568,"25,00","34,00","12,00","25,00","12,00",20220820,20220825,"32,28",20220906,69
1032368,"19,00","28,00","12,00","19,00","12,00",20220826,00000000,"27,78",20220906,1
3147514,"18,00","27,00","12,00","18,00","12,00",20220925,20220927,"39,379999999999995",20221019,25
3122536,"29,00","38,00","12,00","29,00","12,00",20220921,20220930,"23,86",20221019,22
3136689,"25,00","46,00","13,00","37,00","13,00",20220928,20221006,"31,39",20221019,33
3145561,"35,00","44,00","12,00","0,00","0,00",20221003,00000000,"26,21",20221019,72
3129054,"25,00","34,00","12,00","25,00","12,00",20221004,00000000,"28,42",20221019,75
3100447,"25,00","34,00","12,00","25,00","12,00",20220922,20220930,"24,08",20221019,54
3141435,"37,00","70,00","13,00","61,00","13,00",20221003,20221011,"22,21",20221019,69
3144660,"25,00","46,00","13,00","25,00","12,00",20220922,20220927,"25,15",20221019,80
3135916,"25,00","46,00","13,00","37,00","13,00",20220926,20220929,"26,91",20221019,26
2950512,"25,00","34,00","12,00","25,00","12,00",20221003,20221018,"24,84",20221019,90
3138170,"14,00","23,00","12,00","14,00","12,00",20221010,20221018,"54,59",20221019,24
3109948,"30,00","124,00","17,00","115,00","17,00",20220719,20220729,"25,15",20220805,37
3126808,"14,00","24,00","13,00","15,00","13,00",20220706,20220718,"122,2",20220805,105
3139904,"19,00","28,00","12,00","19,00","12,00",20220714,20220723,"27,7",20220805,46
3100447,"25,00","58,00","14,00","49,00","14,00",20220708,20220714,"23,92",20220805,9
3126144,"16,00","37,00","16,00","28,00","16,00",20220729,20220804,"58,849999999999994",20220805,17
3126112,"25,00","34,00","12,00","25,00","12,00",20220710,20220713,"28,45",20220805,73
3109862,"30,00","56,00","13,00","47,00","13,00",20220926,20220929,"25,55",20221019,74
3122537,"29,00","54,00","13,00","45,00","13,00",20221015,00000000,"23,82",20221019,113
3110653,"19,00","28,00","12,00","19,00","12,00",20220916,20220929,"24,33",20221019,34
3136675,"29,00","310,00","29,00","301,00","29,00",20220705,20220721,"24,58",20220805,23
3134543,"25,00","34,00","12,00","25,00","12,00",20220927,20221007,"44,67",20221019,12
2946991,"25,00","58,00","14,00","49,00","14,00",20220810,20220817,"23,73",20220904,40
3145006,"29,00","38,00","12,00","29,00","12,00",20220728,20220804,"30,25",20220805,33
