DATA,CMV,ESTOQUE_VALOR,ESTOQUE_QTDE,VENDA_VALOR,VENDA_QTDE,MARGEM_FINAL,VENDA_LIQUIDA_FINAL,PRODUTO,LOJA
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",3130269,31
2022-09-11,"0,0","19,919999999999998","2,0","0,0","0,0","0,0","0,0",1027257,95
2022-09-11,"0,0","19,919999999999998","2,0","0,0","0,0","0,0","0,0",1027257,28
2022-09-11,"0,0","26,43","1,0","0,0","0,0","0,0","0,0",3109710,72
2022-09-11,"0,0","26,43","1,0","0,0","0,0","0,0","0,0",3109710,10
2022-09-11,"0,0","26,43","1,0","0,0","0,0","0,0","0,0",3109710,13
2022-09-11,"0,0","2816,42","9,0","0,0","0,0","0,0","0,0",3117562,31
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",2917109,73
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",2917109,71
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",2917109,49
2022-09-11,"0,0","26,07","4,0","0,0","0,0","0,0","0,0",2988233,75
2022-09-11,"0,0","27,18","4,0","0,0","0,0","0,0","0,0",2988233,26
2022-09-11,"0,0","539,8","4,0","0,0","0,0","0,0","0,0",3074408,19
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",2909910,31
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",3111581,84
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",3116789,48
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",3116789,1
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",3116789,80
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",3116789,38
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",3116789,86
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",3116789,20
2022-09-11,"9,98","0,0","0,0","32,129999999999995","1,0","16,2","28,18",1031576,109
2022-09-11,"6,87","0,0","0,0","16,13","1,0","4,9","13,77",3133645,43
2022-09-11,"10,79","0,0","0,0","16,13","1,0","3,5","16,29",3133645,28
2022-09-11,"67,37","0,0","0,0","112,13","1,0","34,040000000000006","103,41",2997660,9
2022-09-11,"5,62","0,0","0,0","16,13","1,0","6,29","13,91",3133433,59
2022-09-11,"0,0","29,27","9,0","0,0","0,0","0,0","0,0",3144570,110
2022-09-11,"0,0","147,28","10,0","0,0","0,0","0,0","0,0",3137710,16
2022-09-11,"0,0","149,94","10,0","0,0","0,0","0,0","0,0",3137710,5
2022-09-11,"0,0","145,98","10,0","0,0","0,0","0,0","0,0",3137710,21
2022-09-11,"0,0","111,44","10,0","0,0","0,0","0,0","0,0",3137710,112
2022-09-11,"0,0","259,23","10,0","0,0","0,0","0,0","0,0",1032121,40
2022-09-11,"0,0","143,31","10,0","0,0","0,0","0,0","0,0",3137710,99
2022-09-11,"0,0","1908,0700000000002","36,0","0,0","0,0","0,0","0,0",3066505,57
2022-09-11,"0,0","134,09","31,0","0,0","0,0","0,0","0,0",3130112,2
2022-09-11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",1012747,73
2022-09-11,"0,0","77,21","2,0","0,0","0,0","0,0","0,0",3132174,38
2022-09-11,"0,0","1078,0700000000002","10,0","0,0","0,0","0,0","0,0",3142232,89
2022-09-11,"0,0","83,97999999999999","2,0","0,0","0,0","0,0","0,0",3132174,22
2022-09-11,"0,0","205,1","2,0","0,0","0,0","0,0","0,0",3111647,15
2022-09-11,"0,0","48,89","10,0","0,0","0,0","0,0","0,0",3145111,51
2022-09-11,"0,0","45,88","10,0","0,0","0,0","0,0","0,0",3145111,100
2022-09-11,"0,0","43,53","9,0","0,0","0,0","0,0","0,0",1032368,22
2022-09-11,"0,0","41,13","9,0","0,0","0,0","0,0","0,0",1032368,61
2022-09-11,"20,72","6,58","1,0","32,08","6,0","10,81","33,53",3116320,74
2022-09-11,"19,23","237,82999999999998","61,0","25,46","5,0","3,5300000000000002","24,76",3124362,19
2022-09-11,"0,0","16,39","1,0","0,0","0,0","0,0","0,0",1032156,94
2022-09-11,"7,27","22,02","13,0","17,09","5,0","7,89","17,16",2886287,37
2022-09-11,"0,0","523,61","24,0","0,0","0,0","0,0","0,0",3114228,9
2022-09-11,"0,0","209,82999999999998","24,0","0,0","0,0","0,0","0,0",2992102,32
2022-09-11,"13,88","592,86","170,0","22,1","4,0","7,67","23,55",3116320,29
2022-09-11,"0,0","51,230000000000004","9,0","0,0","0,0","0,0","0,0",1032368,37
2022-09-11,"11,22","213,59","75,0","20,79","4,0","3,9400000000000004","17,16",3124362,63
2022-09-11,"8,36","276,3","98,0","19,55","4,0","2,12","15,27",3124362,91
2022-09-11,"14,77","217,39","58,0","20,79","4,0","3,75","20,52",3124362,29
2022-09-11,"0,0","62,370000000000005","24,0","0,0","0,0","0,0","0,0",3129240,38
2022-09-11,"0,0","216,22","17,0","0,0","0,0","0,0","0,0",3104577,87
2022-09-11,"0,0","109,88","17,0","0,0","0,0","0,0","0,0",2992102,50
2022-09-11,"0,0","169,60999999999999","9,0","0,0","0,0","0,0","0,0",3137840,89
2022-09-11,"0,0","143,94","17,0","0,0","0,0","0,0","0,0",2992102,104
2022-09-11,"0,0","184,14","9,0","0,0","0,0","0,0","0,0",3137840,71
2022-09-11,"0,0","129,49","2,0","0,0","0,0","0,0","0,0",3129509,98
2022-09-11,"10,51","244,79999999999998","69,0","16,14","3,0","3,79","16,3",3124362,2
2022-09-11,"0,0","126,22","2,0","0,0","0,0","0,0","0,0",3129509,57
2022-09-11,"0,0","129,85","2,0","0,0","0,0","0,0","0,0",3129509,35
2022-09-11,"0,0","129,57","2,0","0,0","0,0","0,0","0,0",3129509,81
2022-09-11,"0,0","126,5","2,0","0,0","0,0","0,0","0,0",3129509,88
2022-09-11,"0,0","129,73","2,0","0,0","0,0","0,0","0,0",3129509,30
2022-09-11,"0,0","116,89","2,0","0,0","0,0","0,0","0,0",3129509,107
2022-09-11,"0,0","40,470000000000006","2,0","0,0","0,0","0,0","0,0",1029510,84
2022-09-11,"0,0","42,120000000000005","17,0","0,0","0,0","0,0","0,0",3129240,83
2022-09-11,"0,0","40,470000000000006","2,0","0,0","0,0","0,0","0,0",1029510,13
2022-09-11,"0,0","21,04","11,0","0,0","0,0","0,0","0,0",2886286,11
2022-09-11,"0,0","40,470000000000006","2,0","0,0","0,0","0,0","0,0",1029510,38
2022-09-11,"0,0","40,470000000000006","2,0","0,0","0,0","0,0","0,0",1029510,3
2022-09-11,"0,0","122,16","9,0","0,0","0,0","0,0","0,0",3137840,115
2022-09-11,"0,0","106,32","17,0","0,0","0,0","0,0","0,0",3135579,64
2022-09-11,"0,0","40,63","2,0","0,0","0,0","0,0","0,0",1029510,94
2022-09-11,"0,0","125,82","9,0","0,0","0,0","0,0","0,0",3137840,11
2022-09-11,"0,0","155,75","9,0","0,0","0,0","0,0","0,0",3137840,22
2022-09-11,"0,0","348,17","18,0","0,0","0,0","0,0","0,0",3114228,41
2022-09-11,"0,0","226,57","18,0","0,0","0,0","0,0","0,0",3104577,34
2022-09-11,"0,0","40,64","2,0","0,0","0,0","0,0","0,0",1029510,93
2022-09-11,"0,0","127,92999999999999","2,0","0,0","0,0","0,0","0,0",3129509,72
2022-09-11,"0,0","123,94999999999999","9,0","0,0","0,0","0,0","0,0",3137840,95
2022-09-11,"0,0","126,02","9,0","0,0","0,0","0,0","0,0",3137840,23
2022-09-11,"0,0","127,92999999999999","2,0","0,0","0,0","0,0","0,0",3129509,73
2022-09-11,"0,0","127,50999999999999","2,0","0,0","0,0","0,0","0,0",3129509,13
2022-09-11,"0,0","40,480000000000004","2,0","0,0","0,0","0,0","0,0",1029510,37
2022-09-11,"0,0","40,480000000000004","2,0","0,0","0,0","0,0","0,0",1029510,99
2022-09-11,"0,0","129,34","2,0","0,0","0,0","0,0","0,0",3129509,71
2022-09-11,"0,0","131,05","18,0","0,0","0,0","0,0","0,0",2992102,65
2022-09-11,"0,0","150,91","18,0","0,0","0,0","0,0","0,0",2992102,109
2022-09-11,"0,0","40,64","2,0","0,0","0,0","0,0","0,0",1029510,11
2022-09-11,"0,0","129,49","2,0","0,0","0,0","0,0","0,0",3129509,62
2022-09-11,"7,36","135,7","54,0","17,11","3,0","8,15","17,509999999999998",3116320,14
2022-09-11,"0,0","40,64","2,0","0,0","0,0","0,0","0,0",1029510,112
2022-09-11,"0,0","40,63","2,0","0,0","0,0","0,0","0,0",1029510,20
2022-09-11,"0,0","129,5","2,0","0,0","0,0","0,0","0,0",3129509,101
2022-09-11,"0,0","40,64","2,0","0,0","0,0","0,0","0,0",1029510,60
2022-09-11,"0,0","40,63","2,0","0,0","0,0","0,0","0,0",1029510,4
2022-09-11,"0,0","40,64","2,0","0,0","0,0","0,0","0,0",1029510,46
2022-09-11,"0,0","27,77","2,0","0,0","0,0","0,0","0,0",1026550,6
2022-09-11,"0,0","40,64","2,0","0,0","0,0","0,0","0,0",1029510,95
2022-09-11,"0,0","40,63","2,0","0,0","0,0","0,0","0,0",1029510,36
2022-09-11,"0,0","199,81","18,0","0,0","0,0","0,0","0,0",2953205,4
2022-09-11,"0,0","126,61","2,0","0,0","0,0","0,0","0,0",3129509,64
2022-09-11,"0,0","36,86","18,0","0,0","0,0","0,0","0,0",1003985,17
2022-09-11,"0,0","127,52","2,0","0,0","0,0","0,0","0,0",3129509,51
2022-09-11,"0,0","127,74","2,0","0,0","0,0","0,0","0,0",3129509,53
2022-09-11,"0,0","127,49","2,0","0,0","0,0","0,0","0,0",3129509,32
2022-09-11,"0,0","77,21","2,0","0,0","0,0","0,0","0,0",3132174,55
2022-09-11,"0,0","100,05","2,0","0,0","0,0","0,0","0,0",3132174,95
2022-09-11,"0,0","51,970000000000006","18,0","0,0","0,0","0,0","0,0",3129240,71
2022-09-11,"0,0","126,05","2,0","0,0","0,0","0,0","0,0",3129509,102
2022-09-11,"0,0","123,64999999999999","2,0","0,0","0,0","0,0","0,0",3129509,65
2022-09-11,"0,0","126,05","2,0","0,0","0,0","0,0","0,0",3129509,68
2022-09-11,"0,0","40,63","2,0","0,0","0,0","0,0","0,0",1029510,91
2022-09-11,"0,0","126,05","2,0","0,0","0,0","0,0","0,0",3129509,39
2022-09-11,"0,0","40,470000000000006","2,0","0,0","0,0","0,0","0,0",1029510,24
2022-09-11,"0,0","166,46","18,0","0,0","0,0","0,0","0,0",3135579,6
2022-09-11,"0,0","177,82","18,0","0,0","0,0","0,0","0,0",3135579,48
2022-09-11,"0,0","175,48","18,0","0,0","0,0","0,0","0,0",3135579,84
2022-09-11,"0,0","187,60999999999999","18,0","0,0","0,0","0,0","0,0",3135579,40
2022-09-11,"0,0","129,62","2,0","0,0","0,0","0,0","0,0",3129509,50
2022-09-11,"0,0","129,62","2,0","0,0","0,0","0,0","0,0",3129509,96
2022-09-11,"0,0","40,470000000000006","2,0","0,0","0,0","0,0","0,0",1029510,61
2022-09-11,"0,0","40,470000000000006","2,0","0,0","0,0","0,0","0,0",1029510,41
2022-09-11,"0,0","40,470000000000006","2,0","0,0","0,0","0,0","0,0",1029510,82
2022-09-11,"0,0","123,66","9,0","0,0","0,0","0,0","0,0",3137840,99
2022-09-11,"0,0","40,470000000000006","2,0","0,0","0,0","0,0","0,0",1029510,33
2022-09-11,"0,0","40,470000000000006","2,0","0,0","0,0","0,0","0,0",1029510,67
2022-09-11,"0,0","129,63","2,0","0,0","0,0","0,0","0,0",3129509,59
2022-09-11,"0,0","292,0","20,0","0,0","0,0","0,0","0,0",3104577,3
2022-09-11,"0,0","40,470000000000006","2,0","0,0","0,0","0,0","0,0",1029510,29
2022-09-11,"0,0","426,82","20,0","0,0","0,0","0,0","0,0",3114228,48
2022-09-11,"0,0","373,65","20,0","0,0","0,0","0,0","0,0",3114228,93
2022-09-11,"0,0","255,41","20,0","0,0","0,0","0,0","0,0",3104577,37
2022-09-11,"0,0","40,410000000000004","2,0","0,0","0,0","0,0","0,0",1029510,89
2022-09-11,"0,0","420,68","20,0","0,0","0,0","0,0","0,0",3114228,23
2022-09-11,"0,0","424,23","20,0","0,0","0,0","0,0","0,0",3114228,52
2022-09-11,"0,0","40,410000000000004","2,0","0,0","0,0","0,0","0,0",1029510,16
2022-09-11,"0,0","40,410000000000004","2,0","0,0","0,0","0,0","0,0",1029510,42
2022-09-11,"0,0","40,410000000000004","2,0","0,0","0,0","0,0","0,0",1029510,48
2022-09-11,"0,0","80,61999999999999","2,0","0,0","0,0","0,0","0,0",3132174,26
2022-09-11,"0,0","40,410000000000004","2,0","0,0","0,0","0,0","0,0",1029510,18
2022-09-11,"0,0","77,75999999999999","2,0","0,0","0,0","0,0","0,0",3132174,87
2022-09-11,"0,0","77,75999999999999","2,0","0,0","0,0","0,0","0,0",3132174,34
2022-09-11,"0,0","40,410000000000004","2,0","0,0","0,0","0,0","0,0",1029510,9
2022-09-11,"0,0","94,42","2,0","0,0","0,0","0,0","0,0",3132174,52
2022-09-11,"0,0","128,72","20,0","0,0","0,0","0,0","0,0",2992102,59
2022-09-11,"0,0","140,32","20,0","0,0","0,0","0,0","0,0",2992102,21
2022-09-11,"0,0","137,21","20,0","0,0","0,0","0,0","0,0",2992102,60
2022-09-11,"0,0","40,410000000000004","2,0","0,0","0,0","0,0","0,0",1029510,8
2022-09-11,"0,0","40,410000000000004","2,0","0,0","0,0","0,0","0,0",1029510,47
2022-09-11,"0,0","40,410000000000004","2,0","0,0","0,0","0,0","0,0",1029510,101
2022-09-11,"0,0","126,03999999999999","2,0","0,0","0,0","0,0","0,0",3129509,3
2022-09-11,"0,0","26,02","1,0","0,0","0,0","0,0","0,0",3105426,8
2022-09-11,"0,0","129,12","2,0","0,0","0,0","0,0","0,0",3129509,86
2022-09-11,"5,37","86,44","31,0","12,120000000000001","2,0","5,5","12,87",3116320,94
2022-09-11,"0,0","127,25999999999999","2,0","0,0","0,0","0,0","0,0",3129509,11
2022-09-11,"0,0","173,24","9,0","0,0","0,0","0,0","0,0",3137840,28
2022-09-11,"0,0","18,48","1,0","0,0","0,0","0,0","0,0",3105426,102
2022-09-11,"6,85","37,35","10,0","12,120000000000001","2,0","4,72","13,57",3116320,52
2022-09-11,"0,0","65,33","11,0","0,0","0,0","0,0","0,0",2864449,90
2022-09-11,"7,24","282,68","68,0","11,48","2,0","2,83","12,07",3124362,106
2022-09-11,"26,07","120,44","9,0","62,12","2,0","19,15","47,22",3144717,54
2022-09-11,"0,0","40,410000000000004","2,0","0,0","0,0","0,0","0,0",1029510,28
2022-09-11,"0,0","40,410000000000004","2,0","0,0","0,0","0,0","0,0",1029510,19
2022-09-11,"0,0","25,259999999999998","1,0","0,0","0,0","0,0","0,0",3105426,2
2022-09-11,"0,0","40,410000000000004","2,0","0,0","0,0","0,0","0,0",1029510,52
2022-09-11,"0,0","129,13","2,0","0,0","0,0","0,0","0,0",3129509,67
2022-09-11,"0,0","103,58","20,0","0,0","0,0","0,0","0,0",1026859,19
2022-09-11,"0,0","127,17999999999999","2,0","0,0","0,0","0,0","0,0",3129509,36
2022-09-11,"0,0","194,71","2,0","0,0","0,0","0,0","0,0",3103319,57
2022-09-11,"0,0","18,87","1,0","0,0","0,0","0,0","0,0",3126742,84
2022-09-11,"0,0","194,71","2,0","0,0","0,0","0,0","0,0",3103319,74
2022-09-11,"158,34","1032,3700000000001","13,0","162,11999999999998","2,0","-13,16","148,77",3116789,7
2022-09-11,"0,0","126,86","2,0","0,0","0,0","0,0","0,0",3129509,17
2022-09-11,"0,0","187,87","2,0","0,0","0,0","0,0","0,0",3103319,81
2022-09-11,"0,0","193,04","2,0","0,0","0,0","0,0","0,0",3103319,88
2022-09-11,"6,65","92,91","27,0","17,12","2,0","5,83","14,48",3130269,91
2022-09-11,"0,0","126,27","2,0","0,0","0,0","0,0","0,0",3129509,104
2022-09-11,"130,57","1047,69","16,0","162,11999999999998","2,0","16,2","148,77",3116789,3
2022-09-11,"113,13","0,0","0,0","162,11999999999998","2,0","4,84","119,97",3116789,46
2022-09-11,"6,35","9,48","2,0","13,32","2,0","3,38","11,73",3141816,8
2022-09-11,"3,11","28,009999999999998","16,0","8,120000000000001","2,0","3,91","9,02",2886287,52
2022-09-11,"0,0","70,03999999999999","9,0","0,0","0,0","0,0","0,0",2995657,1
2022-09-11,"0,0","37,730000000000004","20,0","0,0","0,0","0,0","0,0",3129240,90
2022-09-11,"0,0","269,51","19,0","0,0","0,0","0,0","0,0",3130589,3
2022-09-11,"0,0","405,64","19,0","0,0","0,0","0,0","0,0",3114228,57
2022-09-11,"0,0","263,88","19,0","0,0","0,0","0,0","0,0",3114228,33
2022-09-11,"0,0","82,52","19,0","0,0","0,0","0,0","0,0",992234,9
2022-09-11,"0,0","103,72999999999999","19,0","0,0","0,0","0,0","0,0",3129538,40
2022-09-11,"0,0","160,88","19,0","0,0","0,0","0,0","0,0",2992102,82
2022-09-11,"0,0","129,68","2,0","0,0","0,0","0,0","0,0",3129509,2
2022-09-11,"0,0","128,86","2,0","0,0","0,0","0,0","0,0",3129509,75
2022-09-11,"0,0","129,5","2,0","0,0","0,0","0,0","0,0",3129509,106
2022-09-11,"0,0","129,29","2,0","0,0","0,0","0,0","0,0",3129509,87
2022-09-11,"0,0","116,28","2,0","0,0","0,0","0,0","0,0",3129509,54
2022-09-11,"0,0","128,86","2,0","0,0","0,0","0,0","0,0",3129509,19
2022-09-11,"0,0","129,72","2,0","0,0","0,0","0,0","0,0",3129509,52
2022-09-11,"0,0","175,53","19,0","0,0","0,0","0,0","0,0",3135579,30
2022-09-11,"0,0","116,67","2,0","0,0","0,0","0,0","0,0",3103319,15
2022-09-11,"0,0","188,14","2,0","0,0","0,0","0,0","0,0",3103319,102
2022-09-11,"0,0","-20,43","-1,0","0,0","0,0","0,0","0,0",3114228,47
2022-09-11,"0,0","-12,32","-1,0","0,0","0,0","0,0","0,0",3104577,108
2022-09-11,"0,0","128,46","2,0","0,0","0,0","0,0","0,0",3129509,92
2022-09-11,"0,0","128,46","2,0","0,0","0,0","0,0","0,0",3129509,91
2022-09-11,"0,0","128,46","2,0","0,0","0,0","0,0","0,0",3129509,85
2022-09-11,"0,0","128,46","2,0","0,0","0,0","0,0","0,0",3129509,23
2022-09-11,"0,0","-1,94","-1,0","0,0","0,0","0,0","0,0",1003985,37
2022-09-11,"0,0","193,07999999999998","2,0","0,0","0,0","0,0","0,0",3103319,50
2022-09-11,"0,0","164,21","2,0","0,0","0,0","0,0","0,0",3103319,109
2022-09-11,"0,0","-98,9","-1,0","0,0","0,0","0,0","0,0",3147425,10
2022-09-11,"0,0","453,69","21,0","0,0","0,0","0,0","0,0",3114228,25
2022-09-11,"0,0","227,15","21,0","0,0","0,0","0,0","0,0",2953205,97
2022-09-11,"0,0","196,38","2,0","0,0","0,0","0,0","0,0",3103319,55
2022-09-11,"0,0","228,1","2,0","0,0","0,0","0,0","0,0",3103319,67
2022-09-11,"0,0","198,06","2,0","0,0","0,0","0,0","0,0",3103319,113
2022-09-11,"0,0","208,25","2,0","0,0","0,0","0,0","0,0",3103319,99
2022-09-11,"0,0","204,85999999999999","2,0","0,0","0,0","0,0","0,0",3103319,26
2022-09-11,"0,0","206,74","2,0","0,0","0,0","0,0","0,0",3103319,54
2022-09-11,"0,0","97,14","11,0","0,0","0,0","0,0","0,0",2987128,107
2022-09-11,"0,0","97,17999999999999","11,0","0,0","0,0","0,0","0,0",2987128,7
2022-09-11,"0,0","461,36","22,0","0,0","0,0","0,0","0,0",3114228,91
2022-09-11,"0,0","92,64","11,0","0,0","0,0","0,0","0,0",2987128,78
2022-09-11,"0,0","71,6","11,0","0,0","0,0","0,0","0,0",2987128,64
2022-09-11,"0,0","201,01999999999998","22,0","0,0","0,0","0,0","0,0",2992102,103
2022-09-11,"0,0","165,04","9,0","0,0","0,0","0,0","0,0",3131186,10
2022-09-11,"0,0","177,48","9,0","0,0","0,0","0,0","0,0",3131186,27
2022-09-11,"0,0","41,61","22,0","0,0","0,0","0,0","0,0",3129240,79
2022-09-11,"0,0","235,67","22,0","0,0","0,0","0,0","0,0",3135579,81
2022-09-11,"0,0","171,2","9,0","0,0","0,0","0,0","0,0",3131186,28
2022-09-11,"0,0","485,14","23,0","0,0","0,0","0,0","0,0",3114228,12
2022-09-11,"0,0","356,8","23,0","0,0","0,0","0,0","0,0",3114228,11
2022-09-11,"0,0","158,01999999999998","23,0","0,0","0,0","0,0","0,0",2992102,99
2022-09-11,"1,07","16,97","13,0","5,130000000000001","1,0","2,6900000000000004","5,76",2886287,23
2022-09-11,"0,0","24,27","1,0","0,0","0,0","0,0","0,0",3126742,21
2022-09-11,"0,0","18,86","1,0","0,0","0,0","0,0","0,0",3126742,31
2022-09-11,"0,0","26,57","1,0","0,0","0,0","0,0","0,0",3126742,26
2022-09-11,"13,01","276,40999999999997","21,0","32,129999999999995","1,0","9,8","24,81",3144717,9
2022-09-11,"13,0","393,02","30,0","32,129999999999995","1,0","9,81","24,81",3144717,7
2022-09-11,"12,84","118,64","9,0","32,129999999999995","1,0","10,87","25,71",3144717,37
2022-09-11,"10,55","45,330000000000005","4,0","32,129999999999995","1,0","12,86","25,41",3139294,43
2022-09-11,"10,72","517,8","48,0","32,129999999999995","1,0","12,69","25,41",3144717,16
2022-09-11,"13,28","268,83","20,0","32,129999999999995","1,0","10,129999999999999","25,41",3144717,40
